subscription_id,customer_id,plan_type,monthly_cost,subscription_start_date,subscription_end_date
941e7969-5ca0-4ef4-bca4-ee8cae77e820,1540,Basic,9.99,2024-05-09,
9a82a18b-23f1-408c-8233-db9f3a4a1624,1541,Basic,9.99,2025-02-07,
ba659e2c-91e0-42ee-b061-c103074e748e,1542,Basic,9.99,2023-12-30,
a0f79084-c8b9-4934-aade-8a1aa72cf8a6,1543,Premium,19.99,2024-11-19,
94c284ea-e8b1-4283-9240-1f7ed1403dfc,1544,Standard,14.99,2024-06-02,
a649516b-2a0e-4ccb-99ac-9ecd009c51f6,1545,Standard,14.99,2024-09-18,
efe9ff44-3c0b-40ce-aa35-dcfd7ed3f4d1,1546,Standard,14.99,2024-06-12,
a7c53972-0161-4751-8e28-b736c8986b9e,1547,Basic,9.99,2023-11-20,
00e88643-4cf0-4523-bb8a-4340b470cb02,1548,Basic,9.99,2024-08-24,
cd926a1f-db1a-463b-9b6a-f7e3dd9fdbd6,1549,Premium,19.99,2025-02-08,2025-06-23
aa110637-3827-404e-ab18-43999cdd9dee,1550,Basic,9.99,2024-03-04,
01494332-e03b-44cf-8aeb-f98c0430f393,1551,Standard,14.99,2024-08-03,
6965540b-3c30-4b60-87aa-45ad0f6f21aa,1552,Standard,14.99,2023-11-09,2025-05-25
6b27c526-ac3e-4bf1-b1bd-1c1a918d73e5,1553,Premium,19.99,2023-09-19,2025-07-05
8b98e94b-6679-4815-911e-dcc652d54f9a,1554,Premium,19.99,2024-03-12,
f82c561f-2662-418e-9375-e00715145e4b,1555,Standard,14.99,2024-01-18,
996617c1-0ea2-4201-abf2-091910c55aea,1556,Basic,9.99,2024-12-24,
71c544ae-ca82-415e-96ac-6e2f8365eccf,1557,Basic,9.99,2024-08-12,
cbba2497-3715-4669-8370-64f5838ee609,1558,Premium,19.99,2024-10-03,2025-06-27
604b22e5-8212-44de-afe3-8006de83c119,1559,Standard,14.99,2024-05-14,
4c9b232d-7c1b-44b8-9d0b-837fafad2636,1560,Standard,14.99,2024-05-02,
35f52f57-a985-443c-a2c8-c8dcb3460226,1561,Premium,19.99,2023-11-03,
eb58bf83-63a4-4ef9-80cb-e4068e4b82b8,1562,Standard,14.99,2024-03-29,
372253be-eefe-4721-93f1-9f7610d5f66f,1563,Basic,9.99,2024-02-24,
134c7731-2fa0-4547-9229-fb5b82330780,1564,Premium,19.99,2024-03-03,
5fa2680a-3cf3-43ea-a421-d32c066f53cf,1565,Basic,9.99,2024-04-07,
15390d77-79a2-4f2d-94e3-afdb6729b70f,1566,Premium,19.99,2024-12-11,2025-07-01
4d9864d0-ef6a-495b-b263-94157b266e64,1567,Premium,19.99,2024-09-11,
47b26b06-f646-4b76-a814-7199393e539d,1568,Premium,19.99,2024-07-19,
53934c9e-80f8-4da1-9997-a6f874e7cd72,1569,Premium,19.99,2024-10-13,
433ed8cd-ddaf-40e9-b45f-767b810079c9,1570,Standard,14.99,2024-01-10,
0bd7e679-e050-44b0-bbcd-97410f5f3803,1571,Premium,19.99,2024-06-12,
75ba8f0a-2e41-45c3-9685-a938d8a42b9e,1572,Standard,14.99,2024-09-14,
c8072bce-c82e-4e32-a3ad-95bebd7e5fe8,1573,Basic,9.99,2024-07-05,2025-03-26
6bb74b2d-a061-48bc-b01f-270251956d98,1574,Standard,14.99,2023-10-07,
d4100817-e9b5-4d93-ae70-ea9ab7036542,1575,Standard,14.99,2023-08-24,
23f8cc7f-9b2b-4d16-b572-e7981c0420bd,1576,Standard,14.99,2023-09-16,2025-05-31
e1099a8c-f2db-48ba-99f1-677fadbd1551,1577,Standard,14.99,2024-07-31,2025-05-09
acc50c8e-5f6c-4211-b74a-d4bef7ee3aa9,1578,Standard,14.99,2024-02-07,
1ce4b728-5e7c-40a8-a8a9-020b24e8c28a,1579,Premium,19.99,2024-01-08,2025-05-28
d510c923-3e8b-453d-81b1-d86f1ad22101,1580,Premium,19.99,2023-10-14,
f724cb96-6b33-43cd-87e0-594b6db182aa,1581,Standard,14.99,2024-02-24,2025-05-24
d52e7634-09b2-466c-8e59-48e758ddd214,1582,Premium,19.99,2024-05-21,2025-05-09
2c86f2ad-a780-429b-848b-1956999dfd08,1583,Premium,19.99,2025-02-01,
dd91bec3-1bea-47f2-bf8f-bb087342dcc9,1584,Premium,19.99,2023-12-28,2025-03-29
8f0dd19a-cc76-413b-aa00-d1ccc9b3b6bb,1585,Standard,14.99,2024-10-08,
e0e169d2-c87a-4160-a78f-2bebcdbae4f0,1586,Premium,19.99,2023-10-04,
b97560ca-4516-4596-99fc-3f50f8f623c3,1587,Basic,9.99,2024-09-28,
704c5ca0-e809-49df-ac5e-a1ce4a0a8d7b,1588,Premium,19.99,2023-11-25,
edfd0ab3-26ad-4092-a129-bae0f4cbf614,1589,Basic,9.99,2024-03-19,
1e59c6a3-91ba-4105-835a-596afa85c5be,1590,Premium,19.99,2024-05-11,2025-04-14
2f314cec-3084-4e01-addf-f43de3db1d68,1591,Basic,9.99,2024-07-13,
feff1a5d-1cb2-46a3-b322-f17bd3451d64,1592,Basic,9.99,2024-05-19,
7a6d56e2-c229-4df0-97aa-ed996ebb4fbe,1593,Standard,14.99,2024-08-21,
81ea3e9c-1ebc-4357-a544-da7173d173f5,1594,Premium,19.99,2025-01-23,
198ca144-d877-45d0-82b3-54226327e92e,1595,Basic,9.99,2023-12-03,
ddfd325b-c499-42b5-ae42-d192fa21d252,1596,Standard,14.99,2024-10-04,
f9ef8238-6f93-4df6-8092-15dafcf7db91,1597,Basic,9.99,2024-09-16,
79a6e979-e9d4-4fbb-a841-f0c274d3226e,1598,Standard,14.99,2023-12-30,2025-05-18
f2ee11c9-7281-4928-bfc0-191a05957e86,1599,Standard,14.99,2024-06-12,
fa84cf34-9bc6-4ff9-bd2f-2b09c38a8ae2,1600,Premium,19.99,2025-02-04,
903ca390-91c0-4ef2-9f1a-8e7634e0d304,1601,Premium,19.99,2024-05-22,
e0fac673-ec18-4a55-bdcf-532006cc379b,1602,Standard,14.99,2024-07-31,
0613ef3c-5573-4070-942e-892679ff7754,1603,Premium,19.99,2023-08-25,
41114c7c-b6a5-4f1f-9213-f16ac9248b68,1604,Standard,14.99,2024-11-18,
470b05a6-a725-4bb8-9b11-236672a98513,1605,Basic,9.99,2023-10-23,
14f5a7e7-3b8b-42a7-bc39-ed014facca02,1606,Standard,14.99,2023-10-27,
f911c56d-27bf-4201-a9d9-243bfcadae95,1607,Standard,14.99,2024-09-02,
6796d304-e12d-4c62-96c5-91fb8e21fc59,1608,Basic,9.99,2023-10-12,
81e2346c-745c-46d5-9c51-d7a0b4092f12,1609,Basic,9.99,2025-01-18,
9ab5bba7-7555-4552-a8e8-49a13a134fc1,1610,Standard,14.99,2023-10-08,
d9ec85fb-1164-4c97-8821-32e12c526328,1611,Basic,9.99,2024-07-12,2025-06-21
f4b1d29c-a05d-4309-b30b-631454cb2ff0,1612,Basic,9.99,2024-05-13,2025-04-03
f403185a-4460-463c-8c4b-82901a32f000,1613,Standard,14.99,2024-02-26,2025-03-27
18339d79-77f7-4cc7-b6c0-c68fc1d07805,1614,Standard,14.99,2024-09-19,
df81026f-bdbb-4996-8255-27f756d303ff,1615,Basic,9.99,2024-05-27,
492c21c0-6554-4cb3-b783-241074abbac5,1616,Premium,19.99,2024-09-29,2025-05-18
3d7e293a-1454-4425-a215-6faf62575279,1617,Premium,19.99,2024-09-08,2025-04-03
02321a8e-c6a1-4801-b951-f3d74ba9878c,1618,Premium,19.99,2023-09-25,
8187e96c-4d3e-4cc2-a423-bc301f2cb8f5,1619,Basic,9.99,2023-12-17,
1e0a50dc-fc03-4fdf-802a-9407daacfc22,1620,Basic,9.99,2024-03-28,2025-05-06
13598e42-814a-4106-a9bc-6bc39080b4ab,1621,Basic,9.99,2024-07-19,
3d9d54a7-b792-4682-8a69-a47d5054cb4e,1622,Basic,9.99,2023-10-28,
8dd885da-e3be-4e6f-865b-0712f3cb67d5,1623,Standard,14.99,2025-02-07,2025-06-26
3526c9ab-ecfa-4c73-b835-364d6191f4ea,1624,Premium,19.99,2024-12-27,2025-04-20
e47cd027-87c0-47cc-ad63-c99f69c8554d,1625,Basic,9.99,2023-09-01,
654ec882-0c71-4409-90d0-a5d34056fb71,1626,Standard,14.99,2024-07-16,
0e2dc70b-cec4-4989-8f0c-7ed239a5ecb6,1627,Premium,19.99,2024-10-19,
6f1d8a40-ab91-4823-abfe-354ea0ec240a,1628,Premium,19.99,2024-02-07,2025-06-23
928460e5-0574-434e-9c6a-fb28522304e0,1629,Basic,9.99,2024-08-18,
ac225c0c-c04c-4766-8dde-339cb589835f,1630,Basic,9.99,2023-12-29,
fb6e6b2a-22e6-43f5-ab96-8af0a8e29af6,1631,Premium,19.99,2024-12-01,
d8113e56-46ce-4bfb-b1e8-b40eb43c8457,1632,Standard,14.99,2024-05-01,
ea632b1b-e218-46d9-8d99-25b4f1ea1bd0,1633,Basic,9.99,2024-08-01,
1dc2044b-64e9-452a-b232-7ad0b5a6c609,1634,Standard,14.99,2024-12-11,
7c7d6083-27d1-451c-afe8-93608942aabe,1635,Standard,14.99,2024-01-20,
2d012804-7887-452e-9a80-9efca8080531,1636,Basic,9.99,2024-09-30,
019fecf2-661c-4ffb-97bc-f571046e99cf,1637,Standard,14.99,2023-10-30,2025-04-30
ace277d8-ed1b-458a-bef2-16d5d462b9b5,1638,Standard,14.99,2024-04-15,
ecb0a430-15b4-47d8-b105-c84c5ad9d0e2,1639,Basic,9.99,2025-01-01,
e8812406-0834-48d8-a9de-342670fe763b,1640,Premium,19.99,2023-08-22,2025-05-26
c3d29bd5-8491-42cf-a94c-f6d15a9fccd4,1641,Standard,14.99,2023-08-23,
3c907fe8-9512-4c72-be73-8f3c5a21da04,1642,Premium,19.99,2023-10-22,
438ee66a-8777-44a7-aeda-2bb5b7d8b0e5,1643,Standard,14.99,2024-03-03,2025-07-15
10c6b930-3e94-4c03-90b9-795595631e0e,1644,Premium,19.99,2024-08-06,
5394a06b-269d-4586-849e-2d7049ce2b23,1645,Premium,19.99,2024-10-17,2025-03-23
d15eab74-86c6-423d-a740-e2b83a480d7d,1646,Standard,14.99,2024-02-11,
6caa85da-489a-47ea-9278-b21cffa82acf,1647,Standard,14.99,2024-08-01,
0db78801-1445-44e4-8b2b-6ef25381f42d,1648,Premium,19.99,2024-11-11,
23c19854-237c-4ed8-95e0-f85339aa228a,1649,Premium,19.99,2024-05-11,2025-03-24
4992a800-c54a-4b12-99c2-cda020bf4cd7,1650,Basic,9.99,2023-09-13,
a7013a84-f6a4-432c-b6e7-bd40c3241369,1651,Premium,19.99,2024-06-12,2025-03-30
95802984-4726-4978-bb2e-cde9122bab4c,1652,Basic,9.99,2023-10-03,
9efef30b-f7a4-4aaf-a409-f48345b15c01,1653,Standard,14.99,2024-09-07,
7a617784-c0e3-426c-b238-03e1aa439a20,1654,Standard,14.99,2024-07-17,2025-04-23
76bbbfc7-c650-4733-8af6-60edfa41a9fb,1655,Premium,19.99,2025-01-24,
72d38791-889c-4ba5-aa88-b37e51196477,1656,Standard,14.99,2023-12-04,
e0459fe6-e1b4-4b45-a880-5f516f5e5c70,1657,Basic,9.99,2024-05-10,
58126aab-ef47-43ca-b02f-a6399c4d4606,1658,Premium,19.99,2023-10-23,2025-06-05
ca594200-f603-4d2b-962e-7bb497838238,1659,Standard,14.99,2024-05-24,
046c01c2-3953-410a-8de5-065721b9a661,1660,Standard,14.99,2024-03-16,
2236ac40-2952-4069-a52b-8bb3eca06f26,1661,Standard,14.99,2023-12-31,
aaf7e1bb-7426-46b1-aaf0-9374e7a0e9df,1662,Basic,9.99,2024-05-07,
7d50ef31-06e4-40c7-bafc-467a4400f45c,1663,Basic,9.99,2024-03-03,
4366bcc4-ba7d-4cca-a648-0c919c8af3cb,1664,Standard,14.99,2023-09-09,2025-06-19
9fcc8e84-6ffb-41c1-97bf-42e7212af4a6,1665,Premium,19.99,2024-07-04,2025-04-05
4870bcee-fed9-4fec-8ebf-13792dd9c6f4,1666,Basic,9.99,2025-02-10,2025-05-31
31e15d51-2e10-457e-a7f9-406426738c65,1667,Premium,19.99,2024-04-04,2025-04-04
78edccee-7372-43c5-b66e-90f4804f5c9e,1668,Basic,9.99,2023-09-25,
498594be-04f8-4f78-98f9-1c2076bfec1b,1669,Basic,9.99,2024-12-25,2025-04-27
e58aefae-da07-40c6-81ab-d5e8dfdcf731,1670,Premium,19.99,2023-12-23,2025-05-02
ec6ccef3-eb69-4b55-be88-0ce96a73e327,1671,Basic,9.99,2024-01-24,
701d9879-884c-45d2-904f-d005e865ee23,1672,Premium,19.99,2024-04-11,
95fa794f-4156-4852-ad36-2327ff22d00c,1673,Premium,19.99,2023-12-24,2025-04-03
450e9cf8-a01c-4547-ad17-43312fafe099,1674,Basic,9.99,2024-10-12,2025-04-18
1bd6de7a-7011-4c51-81db-9104054c4fa7,1675,Basic,9.99,2024-10-26,
66364746-ec92-4eff-887e-0080a21b2cca,1676,Basic,9.99,2024-12-12,
5e585978-9191-41fc-8e1f-d7817fc9bb40,1677,Premium,19.99,2024-03-27,
c04e5091-cb03-4d2d-993e-1154d9c11203,1678,Premium,19.99,2024-12-14,
0edf78b6-5162-4489-835b-05bc55cef84f,1679,Premium,19.99,2024-12-03,
4241aa68-f038-4c39-bbf8-d61e2ebbac87,1680,Premium,19.99,2023-09-11,2025-06-12
9cadc7ea-0528-487c-8c3c-5998fe7fc33b,1681,Basic,9.99,2023-12-10,
d12149a0-28f1-4450-b4d7-73808eb70c59,1682,Standard,14.99,2024-04-30,2025-06-24
bd61bb01-87e9-40e2-83f2-43e5503483fd,1683,Basic,9.99,2024-07-16,
c7b478cf-41c5-4f12-abac-9ac2e3dc76a8,1684,Standard,14.99,2023-10-19,
3c3483a1-97d0-40a0-8ed9-6b9710383f6a,1685,Basic,9.99,2023-11-01,
df52f024-776c-4665-ba00-330e3c11f0fe,1686,Premium,19.99,2024-11-08,
962de8ac-7e78-4bcc-bfc5-75f5215abba5,1687,Premium,19.99,2024-03-13,2025-06-16
f8a3e995-e1e3-4e65-99a5-89ac0ba28854,1688,Premium,19.99,2023-11-22,
c660f916-70ee-4c27-b093-dd60403ad27f,1689,Basic,9.99,2023-09-07,
c17b5bdc-99c1-4367-bd69-bddae1a84ebe,1690,Premium,19.99,2023-08-21,2025-05-13
6978138f-530b-4abd-a580-0b74d92cc19d,1691,Premium,19.99,2024-05-01,
4b6f6703-b67e-4dea-af25-cfc452f7662e,1692,Standard,14.99,2023-10-29,
44bec4cb-9eac-4e63-b294-f7435ecdda8c,1693,Premium,19.99,2024-09-24,
f8753aa3-2e39-4da9-9a2c-9e290802969e,1694,Basic,9.99,2025-01-10,
07e0be7b-08f2-4485-8f09-9a08804f3cc7,1695,Basic,9.99,2023-12-17,
52b38a3a-c7fb-4c1c-9fc3-7cab0c4ede8c,1696,Basic,9.99,2024-06-11,2025-07-13
3bb59b70-b8af-4e11-9cd2-45d9f329b3d2,1697,Premium,19.99,2024-09-05,
c9013a73-6b72-41ae-942c-982be18da3e5,1698,Premium,19.99,2023-10-09,
87dc047b-a365-4809-bba7-939b3702193f,1699,Standard,14.99,2023-09-12,
be196878-ae3b-496a-8fe3-de5c9316adf8,1700,Basic,9.99,2024-03-23,
6f9b7b0d-d7dc-48ca-b303-a442a83c3aa7,1701,Premium,19.99,2024-09-13,2025-05-17
3e2a4cb9-b325-4798-9c3b-d5c920b0db43,1702,Basic,9.99,2023-10-23,2025-03-29
507aa2fd-bf4b-4d39-a576-511561de4908,1703,Premium,19.99,2025-01-14,2025-04-13
894fedcf-f7e2-4c74-b397-97e60057d0c6,1704,Premium,19.99,2024-06-09,
34cae8fe-91b0-4f7d-b255-f05e853261a8,1705,Basic,9.99,2025-01-03,
abfa1289-9530-4a38-b99c-16837023a04c,1706,Premium,19.99,2023-08-28,2025-04-12
d707bb19-9bb1-4071-9a4a-f7bb9f485419,1707,Basic,9.99,2024-10-12,
c51b818a-19e5-4694-a79d-dc54956c4308,1708,Premium,19.99,2024-11-21,2025-06-29
b70f71b0-7357-434f-b553-ed531c72a40d,1709,Basic,9.99,2024-05-10,
e90533bf-05be-4c04-8b7f-38d51a8b526a,1710,Standard,14.99,2023-10-11,
2b552613-20ff-4560-8035-93d2cfc6c273,1711,Premium,19.99,2024-05-27,
d6d4a60f-92b4-4a08-aab1-e49fad39fce5,1712,Basic,9.99,2023-11-06,
58c6df2a-974e-4759-aebf-ab1b4bf5efe3,1713,Premium,19.99,2024-06-15,2025-04-15
7c90892d-b69b-4864-812d-efb58038472b,1714,Basic,9.99,2024-02-08,
87e580c6-2dd8-4762-b99a-20d01396cbe1,1715,Basic,9.99,2024-07-19,2025-04-15
38fdaa8b-db5b-4bcc-a6e1-414c61894c4a,1716,Premium,19.99,2024-02-27,
28fa136c-fe49-4397-aa86-b791e3679109,1717,Basic,9.99,2024-05-31,
1529ed99-aba7-49ce-89b4-6758fb64ae73,1718,Standard,14.99,2023-12-03,
28983dfc-142e-49ff-b219-c9b815c5fcb5,1719,Standard,14.99,2024-01-08,
aabf9725-8796-40f1-adf8-41de88690c3e,1720,Standard,14.99,2024-07-14,
7b2af14d-895d-493b-8d74-b7aad7f421a5,1721,Premium,19.99,2023-12-05,
98fbdaaa-974e-44f8-8b0c-7457920cae3a,1722,Premium,19.99,2024-09-07,
5402ca90-b84e-43f3-b173-d84fd50df893,1723,Premium,19.99,2023-12-14,
34d4a95d-12da-406a-b675-649db8dc3763,1724,Basic,9.99,2024-02-18,
ee9273dd-f56d-4a7a-9541-8146ec28436b,1725,Basic,9.99,2024-11-08,
c053cd71-c077-470a-b370-b492074de77b,1726,Basic,9.99,2024-12-07,
8ed14c5d-b8e8-4bb0-93ab-18b64284b033,1727,Standard,14.99,2024-03-13,
15b03184-d810-43de-8b98-bdc9985b3218,1728,Standard,14.99,2024-12-23,
ca48e9a1-d16a-484a-bfd5-72688da65495,1729,Basic,9.99,2023-12-08,
31c463c2-7516-4cdd-9757-848017aac942,1730,Standard,14.99,2024-04-21,
8decc618-8658-4664-8e1c-05f18ac9968c,1731,Standard,14.99,2024-06-09,
471d525d-e2a5-476f-9723-4d73747e3d46,1732,Basic,9.99,2025-02-14,2025-06-01
4765370b-7f74-44b8-acf1-78a8a4c6cbef,1733,Premium,19.99,2024-10-16,2025-03-21
062cf969-9ec8-420a-9877-b1e01101ddf0,1734,Premium,19.99,2023-08-23,
8e95454a-d700-490a-8b70-736ac478aa55,1735,Premium,19.99,2024-04-27,
a3303286-3534-41bf-a47f-0c08bae9df11,1736,Standard,14.99,2024-01-03,
137932ab-5321-4596-a413-0df3ef7ec3a6,1737,Basic,9.99,2024-07-31,
3d1ab4c5-7260-456f-9d61-3c6e12895284,1738,Premium,19.99,2024-02-06,
6a31c930-a8e1-4a16-9967-3948eb821826,1739,Standard,14.99,2024-03-16,
19c89f86-9a7d-4a9c-9333-10198ef5b211,1740,Basic,9.99,2024-10-18,
6fbffb8d-ec89-4a25-94b0-cf953e005646,1741,Basic,9.99,2023-09-17,
55024c8c-7124-4090-b0bf-580db19efd42,1742,Premium,19.99,2024-10-15,2025-03-27
02467597-9597-401e-842b-b41d513a91de,1743,Basic,9.99,2024-11-22,
503c32a0-47e8-450d-a961-92a48a6411b1,1744,Basic,9.99,2024-08-06,
04175b3b-6a6c-44c0-8dbb-6dafa8fe9166,1745,Basic,9.99,2024-08-12,
bdb0aef7-eb61-4f8c-bf4c-10f311064992,1746,Premium,19.99,2024-03-17,2025-04-07
d8a91866-e0f3-482e-8cab-172d60740db8,1747,Standard,14.99,2024-03-17,
f336e056-b7f7-4e5d-a6bb-0ed64f58fe92,1748,Standard,14.99,2024-04-02,2025-06-06
b0b8e398-43c0-481d-85bb-c66f911e80b3,1749,Standard,14.99,2024-08-10,
984013bd-3127-4a17-b959-2cab9d992059,1750,Standard,14.99,2023-09-05,2025-04-28
bb19f0ff-675d-4273-9e3c-cc47800bee2e,1751,Standard,14.99,2024-12-17,2025-03-31
ecbc3de6-e680-48f8-8ec2-90001bdaf2bd,1752,Premium,19.99,2024-06-29,2025-05-20
bd866b54-c029-4534-a8ce-8858dee8ced7,1753,Basic,9.99,2023-10-22,2025-07-12
b9aa8794-7eda-45a3-b624-86d42f237585,1754,Basic,9.99,2024-08-31,
e1faa4c8-02b0-42a6-99bd-ea90e0b4bef8,1755,Basic,9.99,2023-10-08,
8f51c8f7-d78b-4de4-950c-c91762f0076f,1756,Basic,9.99,2024-08-06,2025-04-20
0bc5d404-c642-4061-8326-1aa599f8eb02,1757,Standard,14.99,2023-11-23,
0b1ad8b5-65d2-42b0-ab23-c6d577b5c2cf,1758,Basic,9.99,2023-12-26,
2d7e6ef0-f5a5-4506-82ba-2d2057978874,1759,Basic,9.99,2023-10-03,2025-07-11
379a88e0-5873-47aa-87f3-aa859d29313c,1760,Basic,9.99,2024-05-23,
f7699cc3-e44b-45bc-91db-e5cbf6f899a5,1761,Standard,14.99,2024-11-07,2025-06-10
40bfdc7d-7cec-4f1a-8fce-0f8085b7f828,1762,Basic,9.99,2024-12-01,
0bd11fde-af50-4677-a90c-014049f449b6,1763,Premium,19.99,2024-04-21,2025-05-30
8f6cc080-54c9-4393-8390-b164d7dfc332,1764,Basic,9.99,2023-09-18,
0365a763-eff0-4173-ad16-538037b82d07,1765,Premium,19.99,2024-03-20,
003d6dd9-63a8-4fd5-af31-04dc0cc47b72,1766,Standard,14.99,2024-03-26,
9aceaf99-e8e3-4a06-a0f0-edf9f04fbe2d,1767,Premium,19.99,2023-11-27,2025-05-02
153e5deb-f80b-491c-8196-7d35565f4c23,1768,Premium,19.99,2025-01-02,
dc84070e-8b11-4753-ae2a-22f4464c7fe1,1769,Standard,14.99,2023-11-13,
7489c1e2-7f60-4639-acce-78ed232f5569,1770,Premium,19.99,2024-07-04,2025-06-01
dc0a7231-ec31-4602-8d6d-2cac0dd0c2f2,1771,Premium,19.99,2024-08-01,
71960172-9b1b-4efc-ae13-a4e353edd2b5,1772,Standard,14.99,2024-05-15,
2cda31d5-b3db-4230-96e2-8173e7b3b20d,1773,Basic,9.99,2024-06-15,
a3027f3c-d4b6-44b7-9da4-72b1c97c216e,1774,Standard,14.99,2025-02-13,
011e49ce-6041-4505-9434-45e51e01ec29,1775,Basic,9.99,2025-02-12,
d369527b-1840-4fe5-a1da-812dcd2a687b,1776,Premium,19.99,2025-01-25,2025-05-28
ac27f175-1c93-4fad-9311-4d336f90cddb,1777,Standard,14.99,2024-10-23,2025-04-08
f6b5a60e-4dc6-4116-97d8-77e0dc9ea42a,1778,Basic,9.99,2024-01-28,
a9863076-930e-4201-9986-a943ca90c672,1779,Premium,19.99,2024-07-26,
50e0927a-bfc6-4fd9-a3ba-6fe891f4b907,1780,Basic,9.99,2025-01-05,
aab87e7d-2ddc-4783-bca0-88a306827d4a,1781,Premium,19.99,2024-08-05,
d9c23477-dd3e-46d7-9778-1c352bf74a91,1782,Premium,19.99,2023-12-26,2025-07-07
7a73411f-7eda-45da-a60b-17898af0e03a,1783,Standard,14.99,2024-10-18,
b8c2aa0a-881e-44ed-bf49-a2fbeafa757a,1784,Standard,14.99,2023-09-07,
dd55baf7-85e3-46b2-9bce-dee0625bdd20,1785,Basic,9.99,2024-02-05,
040aa44d-22c8-4903-8c79-99f4c94dba32,1786,Premium,19.99,2024-11-04,2025-05-21
0f6e6200-0f50-4f96-89de-5749f3be2db9,1787,Standard,14.99,2023-09-08,2025-06-17
61734350-1435-458e-aead-e97d87cf76bf,1788,Premium,19.99,2023-12-23,
b23036ab-ae5b-4544-93d6-09dc990c3458,1789,Premium,19.99,2024-09-30,2025-06-05
a1ec5975-bc50-449b-960e-c4ee027d5525,1790,Premium,19.99,2024-03-08,
3b2aeed8-b9a2-490d-adb5-45e8d94a042b,1791,Basic,9.99,2024-01-01,2025-06-27
4cde4ebf-781c-484a-94a0-b5a5b488c0f3,1792,Basic,9.99,2024-01-29,
47c4a69e-95f7-4974-8a3f-0843f97bbbcf,1793,Basic,9.99,2024-06-26,
0d4f7616-e63d-4cc3-bb17-a9fd5b6f8b91,1794,Basic,9.99,2024-01-22,
9966309d-95f2-4138-ab97-57088555046c,1795,Premium,19.99,2023-12-16,
fb547e80-e5a5-490f-9a7b-fbd32d81fa50,1796,Premium,19.99,2023-12-30,2025-05-23
d313aa44-bd04-4e2c-bb65-5bef2d48840f,1797,Basic,9.99,2023-11-27,
239b26c3-0841-4e5d-a568-b40fcd1931af,1798,Standard,14.99,2024-01-04,2025-07-09
6e4c5628-f855-4cdd-a4f4-3e9079026aa3,1799,Premium,19.99,2024-04-10,
58056d81-ca00-4c0f-8d1b-8327bc314866,1800,Basic,9.99,2024-11-17,
662c2fac-5930-4e6d-9eb4-850a09f1916b,1801,Basic,9.99,2024-05-26,
725ce7df-e4dd-4111-8b9e-247ada216dfd,1802,Standard,14.99,2025-01-03,
0ca5f7aa-9673-477f-9232-b777d02868eb,1803,Standard,14.99,2024-02-16,
023fc3bb-4b4e-4560-b34b-ec33a537721f,1804,Basic,9.99,2024-11-21,
757af29f-e6c7-4478-a728-b0a93abedacb,1805,Premium,19.99,2024-07-24,2025-03-31
f9ac95cd-6f4d-451e-a6d7-74786a431130,1806,Standard,14.99,2024-09-14,
becd47fc-a1c1-457f-a8e1-af2dbc390486,1807,Premium,19.99,2024-03-22,2025-04-25
07012a7d-aae2-4bf3-a2ff-1e4ad053eecd,1808,Standard,14.99,2024-11-07,2025-05-16
c5553c60-f24e-4d00-b813-ed7f0b4beaab,1809,Premium,19.99,2024-06-03,
6b7bd7e6-aea1-4e13-947a-8143f789d9fe,1810,Premium,19.99,2024-06-11,2025-04-20
2eabcc6e-79d8-4bb5-ad2c-3e84645c4a2b,1811,Standard,14.99,2024-06-20,2025-04-10
9e398707-97bf-48c2-be84-21ead8eecb2a,1812,Premium,19.99,2024-06-10,
7adb0600-60a1-4879-9949-47c08ddf4c92,1813,Premium,19.99,2024-02-02,
7577b0da-55a0-4143-98a8-325f6b480c6e,1814,Basic,9.99,2024-02-10,2025-07-03
49387918-345b-4aae-831b-3b975ffbc13c,1815,Standard,14.99,2024-12-18,
b82813fb-9df3-43b6-93cb-5eb22a961175,1816,Premium,19.99,2024-06-22,2025-05-29
29d23efd-3608-4ba2-a2d2-0415c6e257fd,1817,Standard,14.99,2024-02-10,2025-05-11
d48acbc9-06e9-44a0-bbfe-0b8d942e0d1b,1818,Basic,9.99,2024-01-25,2025-07-12
48213bf7-be36-42ad-a574-c10aaa832bf1,1819,Basic,9.99,2024-12-20,
01c1b1c3-cb42-49fd-bf43-5619267878dc,1820,Premium,19.99,2024-09-05,
688969c3-0862-4d71-8754-1ae25cd77d31,1821,Basic,9.99,2023-12-21,
48e6218f-589c-4f2d-a157-2b3ea923322f,1822,Basic,9.99,2024-12-08,
29d3374c-39c5-4373-b6e6-597b323c169b,1823,Premium,19.99,2024-12-07,
3e1a16a1-c33a-4087-9d7b-f1e5b6a32a53,1824,Standard,14.99,2024-12-01,
76eb222b-6bb9-44e5-b50c-ecfe7dadd2b4,1825,Basic,9.99,2023-09-10,
2cc0e68f-d957-4955-997c-7462f0a84a5c,1826,Standard,14.99,2023-12-17,
4509e310-f0bf-421b-8b12-3f6b2245cf63,1827,Basic,9.99,2023-09-04,
49ffd2d3-aa61-4014-a9b8-d1891e201abd,1828,Premium,19.99,2024-06-14,
3c05f890-c07a-4a18-93fc-144f45dd77ec,1829,Premium,19.99,2024-04-09,2025-06-24
2f62d7da-8304-4576-a358-15f9c069c0a2,1830,Basic,9.99,2023-08-30,2025-03-25
008578ae-3932-4437-9214-cd3c933a3066,1831,Standard,14.99,2024-01-06,
bc928acc-4760-42bd-adec-20436671b8b2,1832,Standard,14.99,2024-09-07,2025-04-01
