ticket_id,customer_id,ticket_date,issue_type,resolution_time_days,is_resolved
718,6269,2025-05-26,Technical,6,1
719,1187,2025-05-17,Account,1,0
720,8369,2025-06-15,Billing,1,1
721,1797,2025-06-19,Technical,4,1
722,7763,2025-04-21,Account,5,1
723,9866,2024-09-09,Technical,3,1
724,2911,2025-06-08,Billing,1,1
725,1970,2025-03-03,Billing,7,1
726,622,2025-05-27,Billing,4,1
727,1126,2024-12-11,Technical,5,1
728,6338,2024-11-06,Content,8,1
729,9756,2025-08-19,Content,4,0
730,4513,2025-06-28,Technical,5,1
731,7286,2024-12-17,Content,7,1
732,379,2025-05-25,Account,3,1
733,8688,2024-12-05,Content,14,1
734,3308,2025-07-22,Account,5,1
735,3875,2025-08-06,Billing,3,0
736,623,2024-08-29,Technical,1,1
737,6854,2024-12-23,Content,3,1
738,6785,2025-03-28,Content,3,1
739,1846,2024-08-31,Technical,9,1
740,9461,2025-01-18,Technical,5,1
741,5576,2025-02-05,Content,2,0
742,101,2025-08-08,Account,5,1
743,2146,2024-10-11,Content,8,1
744,1601,2024-10-23,Billing,1,1
745,9845,2024-10-23,Billing,20,1
746,7976,2025-06-26,Billing,14,0
747,7936,2024-12-18,Account,4,1
748,3915,2024-12-07,Billing,1,1
749,3905,2025-02-14,Billing,4,1
750,9042,2025-05-04,Billing,7,1
751,8815,2025-08-04,Technical,7,0
752,3844,2025-01-19,Billing,5,1
753,7823,2025-06-10,Technical,10,0
754,362,2024-12-07,Content,2,0
755,1606,2024-09-09,Technical,4,1
756,3466,2025-06-17,Billing,2,1
757,3452,2025-04-09,Billing,6,0
758,5151,2024-12-10,Billing,6,1
759,7737,2025-03-04,Account,2,1
760,526,2024-12-05,Billing,8,0
761,6240,2025-02-20,Technical,1,1
762,694,2025-05-01,Billing,3,0
763,5819,2025-04-20,Technical,7,0
764,3825,2025-05-23,Technical,14,1
765,6143,2024-09-01,Technical,5,1
766,6033,2024-10-09,Technical,4,1
767,1392,2024-09-04,Technical,12,0
768,9465,2025-01-23,Content,7,0
769,5870,2025-01-17,Billing,1,1
770,2968,2025-06-28,Technical,5,1
771,7952,2025-08-06,Content,7,1
772,7686,2025-05-29,Account,5,1
773,2720,2024-10-21,Content,2,1
774,5945,2024-12-04,Account,4,1
775,4901,2025-05-15,Content,3,1
776,7024,2024-12-18,Technical,7,1
777,7929,2025-03-22,Billing,12,1
778,2733,2024-12-01,Billing,16,0
779,5793,2024-11-28,Billing,4,1
780,6518,2024-10-04,Billing,1,1
781,5026,2025-03-22,Technical,6,1
782,8515,2025-03-20,Content,2,1
783,7942,2025-06-04,Content,6,1
784,637,2024-11-05,Technical,6,1
785,7154,2024-12-01,Account,2,1
786,1706,2024-09-30,Billing,12,1
787,7024,2025-03-29,Billing,4,1
788,2315,2024-09-11,Technical,13,1
789,6652,2024-10-18,Technical,3,1
790,4872,2025-02-07,Billing,17,1
791,1875,2025-01-13,Billing,5,1
792,9019,2024-11-29,Content,1,0
793,5635,2024-11-08,Technical,20,1
794,5842,2025-05-04,Content,5,1
795,3572,2025-04-08,Technical,19,1
796,3204,2025-04-14,Technical,2,1
797,8627,2025-07-21,Technical,8,1
798,825,2025-02-21,Content,2,1
799,9897,2024-11-18,Content,5,1
800,8008,2024-09-04,Billing,1,1
801,7646,2025-04-08,Content,4,1
802,3959,2025-02-02,Account,13,0
803,4820,2025-05-23,Billing,5,1
804,8684,2025-04-30,Account,5,1
805,3617,2024-10-10,Account,2,1
806,6865,2025-06-27,Account,2,1
807,2282,2024-12-23,Account,5,0
808,8324,2025-07-11,Account,6,0
809,1619,2025-07-17,Billing,5,1
810,1925,2025-04-24,Technical,6,0
811,7252,2024-10-09,Content,6,1
812,2934,2025-03-30,Billing,6,1
813,9970,2025-08-09,Technical,3,1
814,3783,2024-12-26,Account,6,1
815,8623,2025-01-14,Account,19,1
816,4667,2024-12-20,Billing,3,1
817,4180,2024-09-26,Technical,2,1
818,2216,2025-06-11,Content,7,1
819,6805,2025-04-27,Technical,14,1
820,4016,2024-11-11,Account,2,1
821,4154,2025-07-31,Account,3,1
822,5959,2025-06-22,Content,7,1
823,8526,2025-05-02,Content,5,1
824,8065,2025-03-24,Billing,4,1
825,6142,2025-05-23,Account,4,1
826,4679,2024-12-08,Account,6,1
827,2209,2024-08-26,Billing,9,1
828,3661,2024-09-01,Technical,5,1
829,6477,2025-04-14,Billing,1,1
830,3753,2024-10-15,Account,11,1
831,6979,2025-01-30,Billing,16,1
832,5595,2024-10-30,Technical,1,1
833,7601,2025-06-02,Account,6,1
834,6280,2025-04-26,Billing,3,1
835,9014,2024-10-22,Technical,2,1
836,2960,2025-04-08,Billing,4,1
837,5168,2025-06-06,Billing,11,1
838,5269,2025-04-17,Technical,3,1
839,46,2025-07-17,Billing,13,1
840,3794,2024-12-26,Billing,3,0
841,9622,2025-02-13,Account,10,0
842,8620,2024-12-25,Billing,5,1
843,4790,2024-09-04,Billing,18,1
844,465,2024-11-09,Content,3,0
845,3727,2024-08-24,Account,7,1
846,9896,2025-01-24,Account,6,1
847,6342,2025-06-30,Content,3,1
848,5322,2024-10-01,Technical,4,1
849,6995,2025-02-06,Technical,3,0
850,2087,2024-09-19,Account,18,1
851,7018,2025-06-28,Account,16,0
852,5338,2025-01-14,Billing,3,1
853,7066,2025-02-02,Content,9,0
854,4059,2024-10-06,Content,4,1
855,6987,2025-02-22,Account,20,1
856,3481,2024-10-16,Technical,6,1
857,2586,2025-04-06,Billing,3,1
858,7029,2025-06-28,Billing,5,1
859,1930,2025-06-27,Billing,11,0
860,1233,2024-08-27,Content,6,1
861,4033,2025-06-23,Account,2,1
862,4969,2024-09-04,Billing,5,1
863,5936,2025-01-01,Account,3,0
864,7584,2024-11-09,Content,5,1
865,7056,2024-12-05,Billing,7,1
866,9536,2024-12-30,Billing,5,1
867,6600,2024-12-03,Account,2,1
868,5166,2024-09-10,Technical,4,1
869,8076,2024-10-31,Billing,4,1
870,4995,2024-11-14,Billing,7,1
871,7431,2024-11-15,Billing,3,1
872,4351,2024-10-26,Account,5,1
873,2862,2024-11-11,Content,2,1
874,7405,2025-05-17,Content,6,1
875,6424,2025-03-23,Billing,5,1
876,5229,2025-02-23,Content,6,1
877,3701,2025-03-02,Content,1,1
878,1224,2024-12-30,Technical,6,1
879,5640,2025-06-06,Billing,10,1
880,5929,2025-04-26,Technical,6,1
881,3718,2024-10-02,Content,6,1
882,8450,2024-09-10,Technical,5,1
883,4714,2025-02-19,Technical,4,1
884,8194,2025-08-14,Account,20,1
885,6140,2025-02-02,Content,6,1
886,3473,2025-03-02,Account,12,0
887,111,2025-03-15,Content,2,1
888,8218,2024-12-03,Billing,10,1
889,3470,2025-03-02,Billing,4,1
890,8597,2025-05-06,Technical,13,0
891,2817,2024-10-30,Technical,6,1
892,9851,2025-04-13,Billing,2,1
893,6243,2025-01-29,Content,4,1
894,2991,2025-07-02,Content,1,1
895,2786,2025-04-25,Billing,14,1
896,92,2025-01-31,Account,3,1
897,7208,2024-11-29,Account,2,1
898,3896,2025-07-26,Account,16,1
899,9266,2024-12-13,Account,2,1
900,2092,2025-01-17,Technical,6,1
901,8814,2025-07-01,Account,8,0
902,8578,2024-10-11,Account,14,1
903,6115,2024-11-30,Billing,15,0
904,9966,2025-04-01,Technical,14,1
905,1340,2025-01-10,Content,2,1
906,9511,2025-05-19,Billing,7,1
907,2564,2025-08-15,Content,4,1
908,8333,2025-04-09,Billing,17,0
909,7814,2025-04-10,Content,5,1
910,9090,2025-01-01,Content,6,1
911,2918,2025-08-17,Account,10,0
912,7879,2025-04-30,Billing,15,0
913,2927,2025-02-15,Technical,2,1
914,6427,2024-10-15,Billing,2,1
915,7503,2025-01-05,Technical,5,1
916,1251,2024-10-15,Account,4,0
917,3037,2024-09-24,Content,4,1
918,3471,2025-02-28,Content,3,1
919,2806,2025-08-14,Technical,3,0
920,2228,2024-09-25,Account,19,1
921,8749,2025-01-02,Billing,4,1
922,7443,2025-03-18,Technical,3,1
923,319,2024-10-20,Billing,7,1
924,6862,2024-08-23,Billing,4,1
925,6335,2025-03-04,Content,12,1
926,419,2024-10-19,Account,11,0
927,5623,2024-10-08,Content,3,1
928,396,2025-08-20,Technical,3,1
929,7167,2025-06-28,Content,4,1
930,5633,2025-02-27,Content,3,1
931,7522,2024-12-05,Billing,11,0
932,6388,2024-10-01,Content,5,1
933,1162,2024-12-09,Account,15,1
934,3766,2025-07-14,Billing,4,1
935,3406,2025-01-16,Billing,7,1
936,368,2025-04-17,Technical,3,1
937,647,2025-07-22,Billing,8,0
938,2965,2025-04-11,Technical,7,1
939,7562,2024-11-11,Technical,2,1
940,9028,2024-09-22,Technical,14,0
941,1474,2025-01-09,Technical,5,1
942,5945,2024-10-06,Content,4,1
943,6245,2024-10-17,Account,7,1
944,5721,2024-09-20,Content,10,0
945,1815,2025-03-18,Content,7,1
946,9391,2024-12-05,Account,18,0
947,1752,2025-06-06,Technical,16,1
948,5796,2025-05-12,Billing,7,1
949,4893,2025-02-18,Technical,2,1
950,8896,2025-07-31,Technical,1,1
951,7119,2025-04-04,Billing,5,1
952,3427,2024-12-27,Technical,2,1
953,1316,2024-12-06,Content,6,1
954,3416,2025-04-29,Account,3,1
955,1253,2024-10-20,Account,18,1
956,8428,2025-08-05,Technical,4,1
957,3096,2025-05-10,Billing,7,1
958,1752,2025-07-14,Technical,6,0
959,6594,2025-03-07,Billing,7,1
960,7178,2025-07-27,Content,6,0
961,7444,2025-07-19,Billing,1,1
962,713,2025-08-20,Content,1,1
963,1901,2025-05-04,Billing,6,1
964,6691,2024-11-26,Billing,1,1
965,1009,2025-08-06,Technical,2,1
966,3465,2024-08-20,Technical,3,1
967,3435,2025-05-14,Technical,1,1
968,7612,2025-08-04,Technical,4,1
969,6176,2025-07-18,Billing,3,1
970,8817,2025-05-04,Account,7,1
971,294,2025-04-23,Technical,13,0
972,7782,2025-06-07,Billing,20,1
973,2214,2025-07-03,Technical,1,1
974,3293,2024-11-18,Account,5,1
975,4263,2025-02-14,Content,7,1
976,4259,2024-11-19,Billing,9,0
977,9850,2025-01-11,Content,7,1
978,3028,2025-02-05,Content,3,1
979,8829,2025-07-11,Billing,4,1
980,3617,2025-02-22,Account,3,1
981,6532,2025-04-14,Account,15,0
982,1068,2025-06-23,Technical,2,1
983,5850,2025-02-28,Technical,8,1
984,4185,2025-04-10,Technical,1,1
985,4469,2025-07-16,Technical,4,1
986,8791,2025-01-27,Technical,12,1
987,866,2025-07-09,Content,5,1
988,3883,2025-06-04,Account,2,1
989,2586,2025-03-30,Technical,3,1
990,7618,2025-07-23,Technical,15,0
991,8462,2025-01-13,Content,1,0
992,2207,2025-04-28,Account,6,1
993,6839,2025-03-13,Technical,9,0
994,9872,2024-12-27,Billing,5,1
995,5803,2025-04-16,Account,1,0
996,4122,2025-01-19,Account,2,1
997,6328,2024-10-08,Account,16,1
998,3324,2024-09-04,Content,2,1
999,5065,2024-12-13,Account,17,0
1000,1355,2025-07-01,Billing,4,1
1001,9540,2025-06-25,Account,7,1
1002,2149,2024-08-30,Billing,4,1
1003,5058,2025-08-06,Content,5,1
1004,1981,2024-11-14,Technical,3,1
1005,6705,2024-08-25,Account,16,0
1006,8648,2025-02-20,Account,13,1
1007,6465,2025-07-30,Account,5,1
1008,6404,2025-07-25,Content,2,1
1009,5024,2024-10-12,Billing,1,1
1010,9301,2025-03-24,Billing,1,1
1011,7731,2025-07-13,Content,2,1
1012,2009,2024-10-12,Billing,4,1
1013,8752,2024-09-12,Technical,7,1
1014,2013,2025-02-07,Account,6,1
1015,7346,2025-08-13,Billing,5,1
1016,8665,2025-03-14,Account,6,1
1017,3559,2025-06-24,Billing,2,1
1018,8638,2025-02-25,Account,1,1
1019,4704,2025-05-06,Content,2,0
1020,8234,2024-09-22,Content,7,1
1021,8991,2024-09-17,Billing,5,0
1022,3654,2024-11-04,Content,4,1
1023,3822,2025-02-24,Billing,3,1
1024,143,2024-08-23,Content,6,1
1025,1484,2025-03-10,Technical,3,1
1026,2916,2025-06-08,Content,4,1
1027,4378,2024-11-01,Content,16,1
1028,2805,2025-06-11,Billing,5,1
1029,8617,2025-06-30,Account,2,1
1030,249,2025-04-23,Content,3,1
1031,8291,2024-08-28,Content,2,1
1032,5479,2024-12-24,Content,6,1
1033,5691,2025-04-06,Billing,2,1
1034,8790,2024-12-21,Billing,15,1
1035,5029,2024-12-29,Billing,5,1
1036,1886,2024-11-02,Technical,2,1
1037,6993,2024-12-31,Technical,5,1
1038,1796,2024-10-21,Billing,11,0
1039,1176,2025-06-24,Account,1,1
1040,3838,2024-10-26,Account,4,1
1041,9502,2025-07-12,Content,6,0
1042,2722,2024-10-22,Billing,13,0
1043,8230,2024-09-10,Content,2,1
1044,5525,2025-07-09,Account,7,1
1045,3483,2025-08-14,Account,4,1
1046,6809,2025-02-09,Content,12,1
1047,8369,2024-10-08,Technical,7,1
1048,5784,2024-09-13,Billing,3,1
1049,1518,2025-02-07,Content,6,1
1050,7856,2025-02-23,Content,3,1
1051,4399,2024-12-20,Billing,2,1
1052,3199,2025-08-10,Account,1,1
1053,11,2025-04-12,Account,3,1
1054,3412,2025-01-19,Account,3,1
1055,8012,2025-02-04,Technical,12,1
1056,3428,2025-02-24,Account,6,1
1057,4755,2024-12-31,Technical,1,1
1058,3301,2025-05-31,Account,5,1
1059,8513,2025-02-13,Content,1,1
1060,1954,2024-09-01,Account,17,1
1061,8532,2025-07-26,Account,2,1
1062,8573,2025-03-20,Content,10,1
1063,8521,2025-06-11,Billing,7,1
1064,717,2025-07-18,Technical,4,0
1065,7800,2025-08-06,Account,3,1
1066,6850,2024-09-03,Content,6,0
1067,8378,2025-01-25,Content,12,0
1068,7402,2024-11-13,Technical,5,1
1069,3519,2024-10-21,Content,4,1
1070,4148,2025-03-05,Content,7,1
1071,6590,2024-11-02,Account,16,0
1072,4408,2025-03-06,Account,2,0
1073,5393,2025-06-03,Billing,4,1
1074,4913,2025-07-30,Content,5,1
1075,5417,2024-12-01,Technical,13,1
1076,3731,2024-12-30,Billing,7,1
1077,4905,2024-09-02,Content,2,1
1078,3737,2025-05-30,Technical,6,1
1079,630,2025-01-28,Billing,1,1
1080,4840,2025-06-15,Account,2,1
1081,3618,2024-09-15,Account,8,0
1082,4874,2025-07-04,Technical,3,1
1083,8122,2025-01-29,Content,1,1
1084,8575,2025-05-08,Content,5,1
1085,6719,2025-02-27,Technical,2,1
1086,668,2024-11-18,Content,1,1
1087,1833,2025-03-11,Content,15,1
1088,5545,2024-08-22,Technical,4,0
1089,1392,2025-03-21,Technical,12,1
1090,5522,2025-02-03,Content,15,1
1091,6633,2025-01-22,Technical,6,1
1092,7739,2025-01-25,Billing,1,0
1093,2014,2024-10-25,Account,6,1
1094,885,2024-10-05,Technical,1,1
1095,1235,2025-07-09,Account,1,0
1096,8580,2025-07-05,Billing,1,1
1097,9504,2025-08-16,Billing,16,1
1098,6553,2025-06-03,Billing,4,1
1099,4113,2025-03-14,Account,5,1
1100,5503,2024-11-16,Billing,2,0
1101,4856,2025-03-23,Technical,9,1
1102,1957,2024-09-11,Billing,16,1
1103,7207,2025-07-22,Account,4,1
1104,7404,2025-01-06,Billing,3,1
1105,5701,2025-03-27,Account,1,1
1106,8013,2025-04-19,Content,2,1
1107,2633,2025-01-31,Technical,6,1
1108,4963,2024-09-18,Account,6,1
1109,503,2025-02-06,Billing,2,1
1110,6277,2025-02-09,Billing,10,1
1111,3703,2025-05-08,Technical,1,1
1112,2195,2025-04-06,Account,1,0
1113,8242,2025-02-19,Billing,7,0
1114,2630,2024-10-09,Content,2,1
1115,7554,2025-03-08,Content,8,0
1116,4538,2025-04-14,Billing,1,1
1117,9588,2025-07-24,Billing,10,0
1118,6152,2024-12-17,Billing,6,1
1119,9345,2024-10-31,Account,7,1
1120,7859,2025-03-14,Account,7,1
1121,7588,2025-05-28,Content,1,1
1122,3865,2025-02-11,Technical,7,1
1123,510,2024-09-23,Content,6,1
1124,1466,2025-02-16,Technical,7,1
1125,7998,2025-06-07,Content,20,1
1126,6341,2024-12-16,Account,6,1
1127,9232,2024-09-17,Billing,9,1
1128,8359,2025-04-08,Account,3,1
1129,8710,2025-06-01,Account,1,1
1130,6300,2025-04-07,Technical,1,1
1131,6140,2024-12-29,Content,5,1
1132,954,2025-03-12,Account,10,1
1133,5874,2025-06-06,Billing,3,0
1134,3916,2024-11-28,Content,7,0
1135,4505,2025-02-05,Technical,1,1
1136,4159,2025-04-10,Account,4,1
1137,8492,2025-06-20,Content,2,1
1138,9645,2024-12-30,Technical,4,1
1139,3348,2024-11-18,Technical,12,1
1140,78,2025-02-08,Account,17,1
1141,8016,2024-08-27,Billing,1,1
1142,1951,2025-03-22,Account,2,1
1143,9623,2024-09-29,Technical,1,1
1144,1116,2025-01-15,Account,2,1
1145,8887,2024-12-22,Technical,4,1
1146,5313,2024-09-05,Account,4,1
1147,1222,2025-02-24,Content,5,1
1148,56,2024-12-28,Content,6,1
1149,3056,2025-03-24,Account,7,1
1150,9499,2025-07-31,Technical,15,0
1151,5039,2025-05-08,Billing,1,1
1152,4278,2024-09-28,Billing,4,1
1153,5964,2025-01-14,Account,3,1
1154,8538,2024-09-14,Account,11,1
1155,67,2025-08-15,Technical,2,1
1156,3708,2024-08-27,Content,20,0
1157,5976,2025-06-24,Content,3,1
1158,4654,2025-02-02,Billing,18,0
1159,7558,2025-01-27,Technical,5,1
1160,9614,2025-04-25,Billing,6,0
1161,9997,2025-05-31,Technical,1,0
1162,8875,2025-07-02,Account,4,1
1163,4471,2025-05-01,Content,7,1
1164,3637,2025-07-17,Billing,15,0
1165,4780,2025-03-02,Account,3,1
1166,6889,2024-12-29,Technical,1,1
1167,8934,2025-08-17,Content,11,0
1168,2777,2024-11-16,Billing,9,1
1169,5902,2025-01-04,Technical,1,1
1170,5192,2025-01-18,Technical,5,1
1171,3029,2024-12-16,Technical,6,1
1172,8717,2025-05-22,Billing,3,1
1173,8862,2025-02-22,Technical,1,1
1174,4377,2025-04-02,Billing,3,1
1175,866,2024-10-07,Billing,3,1
1176,9141,2025-01-29,Content,16,0
1177,6115,2024-12-14,Content,13,1
1178,6875,2025-07-29,Technical,3,1
1179,7001,2025-02-03,Technical,3,1
1180,2919,2025-06-19,Account,4,0
1181,2462,2025-02-20,Account,6,0
1182,4770,2024-11-28,Billing,4,1
1183,9590,2024-08-25,Technical,2,1
1184,3535,2024-12-21,Technical,6,1
1185,6881,2024-12-31,Content,2,1
1186,5424,2025-06-12,Content,11,1
1187,3261,2025-04-01,Content,2,1
1188,8548,2025-05-22,Account,6,1
1189,2921,2025-02-24,Account,4,0
1190,3612,2024-10-28,Content,4,1
1191,5286,2025-01-01,Billing,7,0
1192,179,2024-11-19,Billing,9,0
1193,8203,2025-01-09,Technical,12,1
1194,1777,2025-03-26,Account,11,1
1195,4250,2025-06-16,Content,17,1
1196,7364,2024-11-16,Account,7,1
1197,3634,2025-05-22,Technical,14,0
1198,3718,2025-01-13,Billing,1,1
1199,2482,2024-10-11,Billing,7,1
1200,1913,2025-05-29,Account,5,1
1201,1067,2025-05-30,Technical,5,1
1202,7074,2025-08-07,Content,10,0
1203,5263,2024-08-26,Billing,1,1
1204,6310,2025-03-30,Content,5,1
1205,7018,2025-07-24,Billing,14,1
1206,4663,2024-11-14,Billing,6,1
1207,4507,2024-10-11,Billing,4,1
1208,9818,2025-03-23,Billing,3,1
1209,4826,2025-01-03,Content,4,1
1210,7369,2024-09-13,Account,3,1
1211,3840,2024-10-19,Content,3,1
1212,2449,2025-07-10,Billing,1,1
1213,4293,2025-02-18,Technical,3,0
1214,1187,2024-10-22,Billing,1,1
1215,1205,2024-12-23,Billing,7,1
1216,964,2025-05-18,Technical,6,1
1217,1848,2024-08-22,Account,1,1
1218,9383,2025-01-21,Content,2,1
1219,2866,2025-07-24,Technical,10,0
1220,7051,2025-04-29,Content,12,0
1221,2801,2025-05-30,Content,5,0
1222,3385,2025-03-08,Technical,16,1
1223,6814,2025-03-15,Content,1,1
1224,9877,2025-07-31,Technical,1,1
1225,9716,2025-06-14,Billing,7,1
1226,419,2024-09-21,Account,7,0
1227,9859,2024-08-28,Account,5,0
1228,3837,2024-12-14,Billing,3,1
1229,8239,2025-01-30,Account,2,1
1230,2369,2025-07-20,Content,7,1
1231,5169,2025-05-27,Account,7,1
1232,9608,2025-02-20,Account,1,0
1233,9290,2024-10-20,Technical,5,1
1234,1441,2025-05-02,Billing,12,1
1235,8469,2025-04-20,Technical,3,1
1236,5639,2025-06-21,Content,12,1
1237,2669,2024-09-12,Content,5,1
1238,6216,2024-09-01,Technical,4,1
1239,1227,2025-02-18,Technical,2,1
1240,8520,2024-10-18,Billing,7,1
1241,8413,2024-12-19,Technical,4,1
1242,4819,2024-09-23,Technical,6,0
1243,161,2024-10-18,Technical,4,1
1244,9635,2025-05-19,Content,2,1
1245,6148,2025-01-22,Billing,2,1
1246,8264,2025-04-20,Technical,4,1
1247,50,2025-07-09,Billing,2,1
1248,1678,2025-02-26,Technical,2,1
1249,8525,2025-01-05,Billing,1,1
1250,3923,2025-02-16,Billing,3,1
1251,3877,2025-04-06,Billing,20,1
1252,5661,2025-04-08,Billing,6,0
1253,1273,2024-08-29,Technical,2,1
1254,1165,2025-07-17,Account,1,1
1255,4015,2025-02-09,Billing,3,1
1256,1874,2024-09-21,Account,4,1
1257,7226,2024-10-25,Technical,5,1
1258,2147,2025-07-15,Billing,8,0
1259,4804,2024-12-26,Technical,3,1
1260,9247,2025-06-06,Account,7,1
1261,6836,2025-06-06,Content,7,0
1262,7010,2025-01-28,Billing,2,1
1263,1079,2025-02-06,Account,1,1
1264,4271,2025-08-04,Content,6,1
1265,7391,2024-12-12,Account,1,1
1266,9317,2025-01-22,Billing,5,1
1267,3909,2025-03-25,Account,2,1
1268,2881,2025-07-26,Account,2,1
1269,414,2025-06-25,Technical,5,1
1270,9569,2025-02-28,Content,1,1
1271,7988,2025-01-15,Account,20,0
1272,1523,2024-10-26,Content,6,1
1273,2218,2024-12-11,Billing,6,1
1274,5339,2025-08-18,Billing,1,1
1275,1353,2024-10-16,Billing,19,1
1276,943,2025-03-13,Billing,4,1
1277,7586,2025-04-29,Account,2,1
1278,7724,2025-05-14,Technical,1,1
1279,2267,2025-01-02,Billing,6,1
1280,4380,2024-10-18,Account,2,1
1281,2974,2025-04-29,Account,4,0
1282,7469,2025-07-28,Content,6,1
1283,4732,2024-11-04,Account,18,0
1284,7387,2024-09-02,Technical,6,1
1285,2424,2025-04-17,Content,7,1
1286,10000,2025-04-30,Content,5,1
1287,5627,2025-08-14,Technical,4,1
1288,314,2025-05-11,Billing,12,1
1289,9364,2025-08-09,Account,19,0
1290,1349,2025-04-12,Account,18,1
1291,8622,2025-07-13,Account,4,1
1292,976,2024-11-25,Account,7,0
1293,5029,2025-04-06,Technical,4,1
1294,8795,2025-03-09,Billing,13,1
1295,4992,2025-02-23,Account,2,1
1296,7662,2025-08-07,Technical,4,1
1297,927,2025-06-18,Account,5,1
1298,1232,2025-01-10,Content,5,1
1299,91,2025-06-06,Content,4,1
1300,2242,2025-04-11,Account,1,1
1301,9116,2025-04-30,Content,2,1
1302,2828,2024-09-17,Account,5,1
1303,2456,2025-03-27,Content,3,1
1304,6544,2024-12-01,Account,13,1
1305,7840,2025-02-09,Content,7,1
1306,4094,2025-05-18,Billing,5,1
1307,4755,2025-07-09,Account,7,1
1308,4820,2025-02-23,Technical,1,1
1309,2601,2024-10-02,Content,7,1
1310,4984,2024-11-07,Billing,20,1
1311,5636,2025-04-06,Account,3,1
1312,8415,2024-08-21,Billing,4,1
1313,2586,2024-10-14,Technical,7,1
1314,6991,2025-07-08,Content,6,1
1315,7153,2025-03-14,Content,2,1
1316,6282,2025-03-12,Content,5,1
1317,2249,2025-08-13,Technical,19,0
1318,4308,2025-06-04,Account,2,0
1319,8909,2025-02-25,Technical,1,1
1320,5407,2024-12-19,Account,18,1
1321,6857,2025-03-13,Content,2,1
1322,9404,2025-07-28,Technical,18,1
1323,3798,2025-06-02,Billing,19,1
1324,2759,2024-10-03,Content,7,1
1325,1270,2024-12-20,Content,17,0
1326,5899,2025-06-16,Content,4,1
1327,2367,2025-02-18,Account,13,1
1328,3415,2025-01-17,Account,9,1
1329,8985,2024-09-13,Technical,7,1
1330,6434,2024-09-01,Account,2,1
1331,9949,2025-05-20,Billing,16,1
1332,3379,2025-01-29,Account,2,1
1333,830,2024-09-14,Account,1,1
1334,6326,2025-05-12,Technical,2,1
1335,5566,2025-01-09,Account,1,1
1336,8740,2024-11-26,Content,7,1
1337,9384,2025-02-02,Content,5,0
1338,4933,2025-07-23,Content,5,1
1339,1959,2025-03-12,Account,7,1
1340,3518,2025-06-12,Account,3,1
1341,2666,2025-01-04,Content,5,1
1342,3905,2025-06-26,Billing,5,0
1343,961,2025-07-28,Technical,16,1
1344,5024,2025-01-11,Account,3,1
1345,981,2025-05-08,Content,9,0
1346,8860,2024-11-24,Billing,1,1
1347,7723,2025-08-02,Content,1,1
1348,7663,2025-01-13,Technical,3,1
1349,7531,2024-10-03,Account,17,1
1350,9821,2024-11-19,Technical,5,1
1351,358,2025-02-09,Technical,2,1
1352,6857,2025-03-10,Billing,5,1
1353,1710,2025-04-12,Account,7,1
1354,221,2025-05-08,Billing,12,1
1355,934,2025-03-15,Account,3,1
1356,4699,2025-07-11,Technical,3,1
1357,2966,2025-02-22,Billing,4,1
1358,2666,2024-09-22,Account,5,1
1359,305,2025-04-09,Content,6,1
1360,704,2025-02-22,Account,2,0
1361,6157,2025-08-03,Billing,1,1
1362,7546,2025-04-02,Account,4,0
1363,510,2024-11-04,Content,6,0
1364,5415,2025-05-21,Technical,4,0
1365,1877,2024-09-13,Billing,3,1
1366,9353,2025-08-17,Account,1,1
1367,9065,2025-01-03,Billing,5,1
1368,745,2025-04-29,Technical,4,1
1369,4216,2024-10-01,Billing,1,1
1370,9083,2024-11-09,Account,7,1
1371,2712,2025-08-04,Technical,5,1
1372,4280,2024-10-15,Billing,5,1
1373,7037,2025-01-25,Content,2,1
1374,8551,2024-09-11,Content,16,1
1375,6761,2024-09-21,Technical,9,1
1376,7264,2024-12-05,Technical,1,1
1377,8559,2024-12-16,Technical,2,1
1378,1730,2024-12-24,Billing,5,1
1379,9791,2025-01-27,Account,3,1
1380,4411,2025-07-25,Billing,7,1
1381,4255,2024-09-23,Content,3,1
1382,8552,2025-02-01,Content,7,1
1383,8964,2025-06-02,Account,4,1
1384,8472,2025-05-03,Billing,11,1
1385,5622,2024-12-23,Content,4,1
1386,3816,2024-12-08,Billing,2,0
1387,5821,2024-10-13,Account,1,1
1388,9951,2024-12-20,Account,6,1
1389,4876,2024-10-31,Billing,5,1
1390,3570,2024-08-30,Content,7,1
1391,5738,2025-06-01,Content,3,1
1392,2929,2025-05-05,Content,1,1
1393,6893,2025-05-20,Billing,4,1
1394,1894,2024-09-11,Technical,14,0
1395,242,2024-08-26,Account,3,1
1396,9916,2025-02-21,Content,3,1
1397,4886,2025-08-08,Account,6,1
1398,7789,2024-10-09,Technical,7,0
1399,1079,2025-02-27,Billing,4,1
1400,8273,2025-08-12,Billing,11,1
1401,8512,2025-04-09,Billing,1,1
1402,1129,2025-04-01,Account,20,0
1403,4971,2025-06-12,Account,7,1
1404,1808,2024-10-08,Content,10,0
1405,2675,2025-02-16,Technical,7,1
1406,8549,2024-09-21,Account,7,1
1407,3071,2025-01-13,Account,7,0
1408,5320,2024-12-20,Billing,5,1
1409,180,2025-05-20,Billing,3,1
1410,1593,2024-11-29,Account,1,1
1411,3277,2025-07-11,Billing,5,1
1412,6120,2024-12-10,Content,11,1
1413,9450,2024-11-23,Technical,3,1
1414,5104,2024-10-26,Content,2,1
