customer_id,age,country,gender,is_churned,join_date,churn_date
2826,55,Monaco,Non-binary,1,10-02-2024,01-04-2025
2827,41,Wallis and Futuna,Non-binary,1,09-12-2023,20-05-2025
2828,33,Togo,Male,0,14-05-2024,
2829,59,Liechtenstein,Non-binary,1,25-02-2024,27-03-2025
2830,44,Turkmenistan,Female,0,26-10-2024,
2831,57,Oman,Non-binary,0,13-11-2024,
2832,23,Myanmar,Non-binary,0,15-10-2023,
2833,25,Holy See (Vatican City State),Male,0,05-11-2023,
2834,48,Italy,Female,1,17-01-2025,25-06-2025
2835,52,Barbados,Female,0,16-10-2023,
2836,51,Tanzania,Male,0,19-11-2023,
2837,54,Japan,Non-binary,1,12-10-2024,05-05-2025
2838,33,Turks and Caicos Islands,Non-binary,0,11-04-2024,
2839,37,Andorra,Male,0,29-10-2023,
2840,58,Cote d'Ivoire,Non-binary,1,21-12-2024,16-05-2025
2841,62,Denmark,Non-binary,0,28-11-2024,
2842,56,Andorra,Non-binary,1,03-11-2024,27-06-2025
2843,32,French Guiana,Male,1,24-11-2024,03-04-2025
2844,44,Romania,Non-binary,0,20-06-2024,
2845,35,Monaco,Non-binary,0,07-03-2024,
2846,25,Montenegro,Non-binary,0,31-12-2023,
2847,41,Bahamas,Male,1,01-06-2024,22-06-2025
2848,41,Poland,Female,0,27-11-2024,
2849,40,Guadeloupe,Non-binary,0,19-05-2024,
2850,54,United States Virgin Islands,Non-binary,1,11-04-2024,21-05-2025
2851,22,Cyprus,Male,0,11-11-2023,
2852,32,Faroe Islands,Female,0,10-01-2025,
2853,29,Turks and Caicos Islands,Non-binary,0,03-03-2024,
2854,43,Fiji,Non-binary,0,23-11-2023,
2855,46,Bahrain,Female,0,25-11-2023,
2856,60,Cayman Islands,Male,0,28-05-2024,
2857,58,Albania,Non-binary,0,10-03-2024,
2858,29,Nauru,Male,0,31-05-2024,
2859,33,Iran,Non-binary,0,24-09-2023,
2860,23,Algeria,Female,0,24-12-2024,
2861,22,Malaysia,Non-binary,0,29-02-2024,
2862,54,Slovenia,Female,0,06-02-2024,
2863,48,Bahamas,Non-binary,1,07-12-2024,01-06-2025
2864,62,Syrian Arab Republic,Male,0,11-09-2024,
2865,36,Barbados,Male,0,15-01-2024,
2866,51,Anguilla,Female,1,05-06-2024,28-04-2025
2867,38,Niger,Female,0,01-01-2024,
2868,45,Georgia,Female,0,16-08-2024,
2869,45,Greenland,Male,0,15-11-2023,
2870,45,Holy See (Vatican City State),Male,0,23-11-2024,
2871,30,Libyan Arab Jamahiriya,Male,0,08-08-2024,
2872,45,Maldives,Male,0,10-04-2024,
2873,35,Paraguay,Non-binary,0,07-09-2024,
2874,41,Ethiopia,Non-binary,0,08-10-2024,
2875,31,Belgium,Non-binary,0,20-01-2025,
2876,64,Guinea,Male,0,18-10-2024,
2877,58,Tuvalu,Female,1,15-02-2025,23-03-2025
2878,26,North Macedonia,Male,0,18-10-2024,
2879,50,Afghanistan,Non-binary,0,11-11-2023,
2880,44,Venezuela,Male,0,13-05-2024,
2881,45,Jamaica,Male,0,01-05-2024,
2882,58,Heard Island and McDonald Islands,Male,0,08-09-2024,
2883,45,China,Male,0,08-09-2024,
2884,39,Cook Islands,Female,1,15-07-2024,27-04-2025
2885,26,Uzbekistan,Male,1,15-01-2024,21-05-2025
2886,,Nepal,Male,1,07-11-2024,02-05-2025
2887,54,Armenia,Female,0,06-10-2024,
2888,44,Canada,Male,1,06-03-2024,01-07-2025
2889,55,Serbia,Male,0,02-01-2025,
2890,46,Saint Martin,Non-binary,0,01-10-2024,
2891,64,Switzerland,Female,1,11-09-2023,29-03-2025
2892,54,Cote d'Ivoire,Female,1,24-01-2025,18-07-2025
2893,32,France,Non-binary,0,21-01-2025,
2894,47,Iraq,Female,0,26-06-2024,
2895,57,American Samoa,Male,0,25-11-2024,
2896,47,Heard Island and McDonald Islands,Male,0,06-11-2023,
2897,63,Bulgaria,Female,0,11-06-2024,
2898,37,Guernsey,Female,0,13-05-2024,
2899,43,Cook Islands,Female,0,05-10-2023,
2900,30,Sierra Leone,Male,0,20-04-2024,
2901,30,Romania,Male,1,10-08-2024,08-07-2025
2902,44,Barbados,Non-binary,0,25-07-2024,
2903,43,New Zealand,Non-binary,0,17-02-2025,
2904,29,Rwanda,Female,0,04-09-2024,
2905,37,Korea,Male,0,10-02-2024,
2906,60,Niue,Male,0,06-03-2024,
2907,56,Dominica,Male,0,05-12-2024,
2908,57,Tanzania,Female,0,22-08-2023,
2909,29,Netherlands,Male,0,21-09-2024,
2910,27,Thailand,Non-binary,0,28-04-2024,
2911,19,Costa Rica,Female,0,16-09-2023,
2912,20,Algeria,Female,0,22-09-2023,
2913,57,Afghanistan,Female,1,06-04-2024,14-05-2025
2914,54,Gambia,Non-binary,0,27-12-2024,
2915,30,Tonga,Non-binary,0,16-02-2024,
2916,40,Ukraine,Non-binary,0,12-10-2024,
2917,51,Kyrgyz Republic,Male,0,01-05-2024,
2918,49,Iceland,Female,1,07-06-2024,29-04-2025
2919,50,Svalbard & Jan Mayen Islands,Female,0,22-02-2024,
2920,32,Saudi Arabia,Non-binary,1,29-11-2023,26-06-2025
2921,55,Mali,Male,0,24-05-2024,
2922,60,Benin,Female,0,01-11-2024,
2923,34,Uruguay,Female,0,24-02-2024,
2924,58,Zambia,Male,0,10-07-2024,
2925,65,Bouvet Island (Bouvetoya),Non-binary,1,07-07-2024,17-07-2025
2926,42,Sao Tome and Principe,Non-binary,0,12-12-2023,
2927,35,Angola,Male,0,29-11-2023,
2928,44,Portugal,Male,0,01-02-2025,
2929,54,Swaziland,Male,0,25-05-2024,
2930,,Honduras,Male,0,01-01-2024,
2931,63,Bermuda,Non-binary,0,20-04-2024,
2932,55,Philippines,Female,1,02-10-2023,23-06-2025
2933,50,Nepal,Non-binary,0,01-02-2025,
2934,62,Libyan Arab Jamahiriya,Male,0,03-02-2024,
2935,22,Senegal,Male,1,03-07-2024,13-05-2025
2936,47,Morocco,Female,0,08-07-2024,
2937,28,Libyan Arab Jamahiriya,Non-binary,0,09-08-2024,
2938,56,Jordan,Male,0,23-08-2023,
2939,26,Mali,Male,0,24-09-2023,
2940,51,Turks and Caicos Islands,Female,0,18-06-2024,
2941,65,Saint Helena,Female,0,18-02-2024,
2942,,Russian Federation,Non-binary,1,02-09-2023,23-05-2025
2943,65,Faroe Islands,Non-binary,1,27-12-2024,26-04-2025
2944,40,Russian Federation,Non-binary,0,28-11-2023,
2945,48,Samoa,Male,1,16-12-2024,02-04-2025
2946,20,Germany,Female,0,08-05-2024,
2947,19,Korea,Female,0,25-04-2024,
2948,42,United States Minor Outlying Islands,Non-binary,0,10-09-2024,
2949,26,Portugal,Non-binary,0,02-09-2023,
2950,49,Swaziland,Female,1,02-02-2025,08-07-2025
2951,31,Argentina,Female,0,18-11-2024,
2952,55,Marshall Islands,Non-binary,0,22-12-2024,
2953,29,Bahamas,Male,0,14-10-2023,
2954,45,Pitcairn Islands,Male,0,25-09-2023,
2955,20,Qatar,Female,0,02-01-2024,
2956,58,Denmark,Male,0,16-07-2024,
2957,49,British Virgin Islands,Non-binary,0,29-11-2023,
2958,64,Israel,Non-binary,0,08-11-2023,
2959,24,Saint Martin,Female,0,12-03-2024,
2960,21,French Polynesia,Non-binary,0,01-09-2023,
2961,62,Mauritius,Female,0,13-09-2023,
2962,52,Greenland,Non-binary,0,20-12-2024,
2963,22,Poland,Non-binary,0,18-08-2024,
2964,30,Gambia,Female,0,21-01-2024,
2965,19,Saudi Arabia,Female,0,01-02-2024,
2966,30,Japan,Male,0,09-12-2024,
2967,61,Somalia,Male,0,02-02-2025,
2968,50,Solomon Islands,Non-binary,0,13-12-2024,
2969,64,Israel,Male,0,28-08-2024,
2970,31,Spain,Male,0,28-03-2024,
2971,34,Nicaragua,Female,0,24-01-2024,
2972,44,Papua New Guinea,Male,0,07-02-2024,
2973,23,Barbados,Male,1,02-01-2025,11-06-2025
2974,64,Liechtenstein,Non-binary,0,07-01-2025,
2975,19,Panama,Non-binary,0,22-05-2024,
2976,33,Romania,Non-binary,0,29-09-2023,
2977,49,Philippines,Non-binary,0,18-09-2024,
2978,24,Gibraltar,Non-binary,0,09-11-2024,
2979,56,Cambodia,Non-binary,0,07-02-2024,
2980,47,Antarctica (the territory South of 60 deg S),Non-binary,0,24-03-2024,
2981,64,Bolivia,Non-binary,0,28-05-2024,
2982,62,Cayman Islands,Non-binary,0,19-07-2024,
2983,53,Wallis and Futuna,Non-binary,1,23-08-2024,20-07-2025
2984,18,Iraq,Non-binary,1,05-10-2023,11-05-2025
2985,50,New Caledonia,Female,0,27-06-2024,
2986,55,South Africa,Male,0,04-05-2024,
2987,55,Sweden,Female,1,20-04-2024,28-04-2025
2988,36,Madagascar,Non-binary,0,06-06-2024,
2989,54,Singapore,Non-binary,0,31-01-2024,
2990,63,Sweden,Male,0,19-10-2024,
2991,41,French Southern Territories,Non-binary,0,30-09-2024,
2992,65,Ghana,Non-binary,0,08-04-2024,
2993,47,Algeria,Male,0,03-10-2024,
2994,27,Bermuda,Male,1,09-12-2023,30-05-2025
2995,59,Netherlands Antilles,Female,1,16-09-2024,23-03-2025
2996,60,Myanmar,Non-binary,0,03-04-2024,
2997,51,Djibouti,Non-binary,0,30-09-2023,
2998,55,Pitcairn Islands,Non-binary,0,01-02-2024,
2999,39,Thailand,Male,0,20-02-2024,
3000,27,Greenland,Female,1,23-12-2024,19-05-2025
3001,60,Cote d'Ivoire,Non-binary,1,23-10-2023,16-07-2025
3002,56,Madagascar,Male,0,02-03-2024,
3003,28,United Arab Emirates,Male,1,12-12-2023,18-07-2025
3004,52,Comoros,Non-binary,0,14-01-2025,
3005,27,Lithuania,Female,0,17-05-2024,
3006,22,Malaysia,Female,0,26-10-2024,
3007,31,Romania,Non-binary,0,13-01-2024,
3008,52,Namibia,Non-binary,1,25-06-2024,13-04-2025
3009,48,Peru,Female,0,12-09-2024,
3010,36,Trinidad and Tobago,Non-binary,0,30-08-2024,
3011,30,Niue,Male,0,23-03-2024,
3012,31,South Africa,Non-binary,0,10-06-2024,
3013,62,Norway,Male,0,24-08-2023,
3014,59,Tokelau,Non-binary,0,25-01-2025,
3015,36,Netherlands Antilles,Female,0,02-09-2023,
3016,51,Mongolia,Male,0,30-11-2024,
3017,37,Swaziland,Female,0,17-03-2024,
3018,21,Burundi,Non-binary,1,20-09-2023,14-05-2025
3019,21,Russian Federation,Non-binary,0,20-11-2023,
3020,55,Bosnia and Herzegovina,Non-binary,1,05-12-2024,07-06-2025
3021,29,Gabon,Non-binary,0,15-09-2023,
3022,18,Belgium,Non-binary,1,05-01-2024,23-05-2025
3023,36,Palau,Non-binary,0,12-02-2024,
3024,54,Haiti,Female,0,04-02-2025,
3025,56,Samoa,Non-binary,1,08-10-2024,29-06-2025
3026,27,Canada,Male,0,16-10-2023,
3027,39,Senegal,Non-binary,0,11-12-2024,
3028,43,Slovakia (Slovak Republic),Non-binary,0,07-10-2024,
3029,65,South Georgia and the South Sandwich Islands,Male,0,22-09-2023,
3030,44,Tunisia,Non-binary,1,25-12-2024,07-07-2025
3031,62,Mauritius,Male,1,29-07-2024,26-05-2025
3032,44,Lithuania,Non-binary,0,07-12-2023,
3033,58,Greenland,Male,0,16-11-2024,
3034,24,Uruguay,Non-binary,0,09-12-2023,
3035,25,France,Female,0,26-09-2024,
3036,27,United Kingdom,Male,0,30-01-2024,
3037,33,Spain,Male,0,12-04-2024,
3038,59,Guam,Male,0,31-08-2023,
3039,22,Burundi,Non-binary,0,12-03-2024,
3040,45,Netherlands Antilles,Male,0,01-07-2024,
3041,65,Slovenia,Male,1,11-08-2024,11-05-2025
3042,48,North Macedonia,Male,0,06-01-2024,
3043,54,Turkmenistan,Female,0,30-11-2023,
3044,41,Benin,Non-binary,0,21-02-2024,
3045,53,Botswana,Non-binary,0,01-01-2025,
3046,63,Singapore,Female,1,05-08-2024,13-07-2025
3047,31,Madagascar,Non-binary,0,10-07-2024,
3048,44,Cape Verde,Female,0,03-10-2023,
3049,56,Costa Rica,Male,1,30-12-2024,08-06-2025
3050,64,Marshall Islands,Male,0,01-12-2023,
3051,39,United States Virgin Islands,Non-binary,0,09-12-2024,
3052,24,Djibouti,Male,0,31-08-2023,
3053,51,Lesotho,Female,0,10-02-2024,
3054,24,Guadeloupe,Male,1,20-12-2024,26-06-2025
3055,19,Japan,Female,0,04-03-2024,
3056,41,Bolivia,Male,1,18-03-2024,27-06-2025
3057,44,Guinea-Bissau,Non-binary,0,30-08-2023,
3058,28,Timor-Leste,Non-binary,0,13-01-2025,
3059,49,Croatia,Non-binary,0,18-12-2023,
3060,27,Saint Barthelemy,Non-binary,0,16-02-2024,
3061,58,Falkland Islands (Malvinas),Male,1,23-03-2024,28-06-2025
3062,52,Iran,Non-binary,1,27-05-2024,24-03-2025
3063,21,Israel,Non-binary,0,08-11-2023,
3064,20,Bangladesh,Non-binary,0,22-10-2023,
3065,49,Finland,Female,1,01-02-2025,25-04-2025
3066,26,Latvia,Female,0,30-09-2024,
3067,47,Mayotte,Male,1,15-04-2024,16-05-2025
3068,27,Korea,Male,0,08-01-2024,
3069,43,Guinea,Non-binary,0,17-01-2025,
3070,56,New Caledonia,Female,0,10-11-2024,
3071,49,Somalia,Female,0,26-01-2025,
3072,41,New Caledonia,Non-binary,0,13-12-2023,
3073,25,Namibia,Female,0,23-10-2024,
3074,45,Swaziland,Male,1,09-10-2023,24-06-2025
3075,56,United Arab Emirates,Female,1,17-08-2024,31-05-2025
3076,40,Norfolk Island,Non-binary,0,10-12-2024,
3077,60,Kyrgyz Republic,Female,0,21-11-2024,
3078,34,Norfolk Island,Male,1,09-05-2024,06-06-2025
3079,59,Israel,Male,0,11-10-2024,
3080,65,Solomon Islands,Non-binary,1,17-08-2024,02-06-2025
3081,51,Guadeloupe,Female,0,01-10-2024,
3082,34,Zambia,Male,1,17-06-2024,21-04-2025
3083,65,United Arab Emirates,Male,0,06-02-2025,
3084,20,Guyana,Female,0,04-10-2024,
3085,32,Madagascar,Male,0,28-10-2023,
3086,51,Western Sahara,Female,0,09-09-2024,
3087,61,Suriname,Non-binary,1,30-01-2025,11-06-2025
3088,45,Saint Barthelemy,Non-binary,0,31-03-2024,
3089,37,Isle of Man,Male,0,12-06-2024,
3090,61,El Salvador,Male,1,29-05-2024,21-03-2025
3091,,Martinique,Male,0,23-10-2024,
3092,37,Costa Rica,Male,0,27-12-2024,
3093,22,Germany,Non-binary,1,10-04-2024,27-06-2025
3094,,Uzbekistan,Female,1,04-11-2024,23-05-2025
3095,57,Sri Lanka,Female,0,24-06-2024,
3096,19,Tajikistan,Female,0,18-02-2025,
3097,34,Samoa,Female,1,17-04-2024,20-07-2025
3098,18,Gambia,Non-binary,0,29-10-2023,
3099,63,Taiwan,Female,1,05-07-2024,27-04-2025
3100,32,Slovenia,Female,1,26-11-2024,02-07-2025
3101,62,Turkmenistan,Non-binary,1,26-03-2024,14-05-2025
3102,37,Bhutan,Non-binary,1,20-06-2024,13-06-2025
3103,38,Paraguay,Female,0,19-02-2024,
3104,59,Gibraltar,Male,0,17-04-2024,
3105,48,Guatemala,Non-binary,0,20-01-2025,
3106,18,Gibraltar,Female,0,09-03-2024,
3107,18,United States Virgin Islands,Non-binary,0,03-02-2025,
3108,33,Sweden,Female,1,26-09-2023,06-07-2025
3109,31,Montenegro,Male,0,25-12-2024,
3110,42,Argentina,Male,0,25-08-2023,
3111,24,Belize,Female,0,19-09-2024,
3112,33,Spain,Non-binary,0,14-07-2024,
3113,30,British Virgin Islands,Male,0,02-02-2025,
3114,50,Dominican Republic,Non-binary,0,04-01-2025,
3115,57,Mongolia,Male,1,29-10-2024,16-04-2025
3116,43,United Kingdom,Male,0,21-01-2024,
3117,31,Norway,Male,0,04-01-2025,
3118,53,Palestinian Territory,Female,1,06-09-2023,22-05-2025
3119,57,Korea,Non-binary,0,26-08-2023,
3120,35,Guinea,Non-binary,0,07-10-2023,
3121,44,South Africa,Non-binary,0,04-01-2024,
3122,62,Pitcairn Islands,Male,0,09-12-2024,
3123,53,Turkmenistan,Male,0,17-07-2024,
3124,41,China,Male,1,20-10-2024,29-05-2025
3125,65,Bangladesh,Non-binary,1,22-08-2023,25-04-2025
3126,49,Fiji,Female,0,14-07-2024,
3127,19,Uzbekistan,Non-binary,0,10-02-2024,
3128,18,Sao Tome and Principe,Non-binary,0,16-10-2024,
3129,51,Bouvet Island (Bouvetoya),Non-binary,0,26-10-2024,
3130,62,Cyprus,Female,1,23-03-2024,27-05-2025
3131,28,Paraguay,Male,0,18-04-2024,
3132,19,Korea,Female,0,17-06-2024,
3133,35,South Africa,Non-binary,0,20-12-2023,
3134,22,Congo,Male,0,23-11-2023,
3135,43,Central African Republic,Female,0,15-02-2024,
3136,56,Singapore,Female,1,01-04-2024,19-07-2025
3137,57,Netherlands,Non-binary,1,14-12-2024,22-05-2025
3138,19,New Caledonia,Male,0,21-11-2024,
3139,48,Latvia,Female,0,12-04-2024,
3140,36,Lithuania,Female,0,28-09-2024,
3141,27,Guam,Female,0,29-08-2024,
3142,60,United States Virgin Islands,Female,0,12-09-2023,
3143,48,Belgium,Female,0,10-09-2023,
3144,33,Slovenia,Non-binary,1,07-06-2024,11-04-2025
3145,25,Finland,Female,1,11-11-2024,12-06-2025
3146,63,Moldova,Non-binary,0,07-10-2024,
3147,58,Saint Kitts and Nevis,Male,1,14-02-2025,22-04-2025
3148,60,Austria,Non-binary,0,26-04-2024,
3149,39,Svalbard & Jan Mayen Islands,Male,0,16-05-2024,
3150,51,Portugal,Non-binary,1,14-09-2023,15-06-2025
3151,33,Canada,Male,0,10-10-2023,
3152,44,Guinea,Female,0,01-09-2024,
3153,29,Northern Mariana Islands,Non-binary,0,27-09-2023,
3154,33,Mauritania,Non-binary,0,06-07-2024,
3155,24,Mongolia,Female,0,20-08-2024,
3156,49,Belize,Male,0,26-10-2023,
3157,50,Saudi Arabia,Non-binary,1,27-09-2023,25-05-2025
3158,57,Georgia,Female,0,13-10-2024,
3159,51,New Caledonia,Male,0,18-01-2025,
3160,35,Peru,Female,1,26-05-2024,21-03-2025
3161,57,Dominica,Male,0,08-09-2024,
3162,29,Falkland Islands (Malvinas),Non-binary,0,31-12-2024,
3163,51,Japan,Non-binary,1,11-09-2023,22-05-2025
3164,35,Saint Barthelemy,Male,0,20-04-2024,
3165,55,Germany,Female,0,26-04-2024,
3166,20,Paraguay,Male,1,05-01-2025,17-05-2025
3167,37,Turks and Caicos Islands,Male,1,19-02-2024,01-07-2025
3168,42,Korea,Female,0,21-04-2024,
3169,19,Greece,Non-binary,0,31-12-2024,
3170,57,Tunisia,Non-binary,0,13-10-2024,
3171,26,Greece,Female,0,27-10-2024,
3172,58,Pitcairn Islands,Male,0,13-11-2024,
3173,24,Northern Mariana Islands,Male,1,09-01-2025,27-05-2025
3174,46,Luxembourg,Male,0,08-12-2023,
3175,32,Congo,Female,0,26-09-2024,
3176,36,Chad,Female,0,09-05-2024,
3177,45,Mauritius,Male,1,09-09-2023,23-06-2025
3178,30,Ethiopia,Male,0,19-10-2023,
3179,47,Aruba,Non-binary,0,17-12-2023,
3180,20,Mauritius,Non-binary,0,27-12-2023,
3181,63,Tonga,Non-binary,1,15-03-2024,02-06-2025
3182,26,British Virgin Islands,Male,0,11-12-2024,
3183,63,Montenegro,Female,0,04-04-2024,
3184,54,Iran,Non-binary,0,04-01-2024,
3185,32,Australia,Male,0,16-12-2024,
3186,41,Guernsey,Non-binary,0,13-11-2023,
3187,55,United States Minor Outlying Islands,Non-binary,1,13-04-2024,27-05-2025
3188,25,Namibia,Non-binary,0,12-12-2024,
3189,32,Vietnam,Male,1,07-05-2024,04-04-2025
3190,37,Russian Federation,Non-binary,0,05-01-2025,
3191,41,Bouvet Island (Bouvetoya),Male,0,24-07-2024,
3192,48,Belgium,Male,0,20-01-2025,
3193,60,Western Sahara,Non-binary,1,07-03-2024,15-05-2025
3194,40,Belgium,Male,0,21-01-2025,
3195,33,Samoa,Non-binary,0,04-06-2024,
3196,19,Portugal,Non-binary,0,17-08-2024,
3197,54,Wallis and Futuna,Male,0,08-11-2024,
3198,45,Equatorial Guinea,Female,0,16-03-2024,
3199,61,Saudi Arabia,Female,0,17-03-2024,
3200,27,Comoros,Male,1,09-08-2024,20-06-2025
3201,48,Nauru,Male,0,24-11-2024,
3202,27,Italy,Female,0,12-01-2024,
3203,46,Cocos (Keeling) Islands,Male,1,28-08-2023,11-06-2025
3204,20,Brazil,Female,0,30-07-2024,
3205,65,South Georgia and the South Sandwich Islands,Female,0,10-07-2024,
3206,42,Cuba,Non-binary,0,04-11-2024,
3207,39,Reunion,Female,0,27-10-2024,
3208,44,Lesotho,Non-binary,0,05-08-2024,
3209,21,Lithuania,Non-binary,0,04-05-2024,
3210,47,Jordan,Female,0,25-11-2024,
3211,43,Uganda,Female,1,26-02-2024,25-03-2025
3212,41,Monaco,Non-binary,0,02-10-2024,
3213,51,Romania,Female,0,08-01-2025,
3214,46,Georgia,Non-binary,0,06-01-2025,
3215,59,Guinea,Non-binary,0,05-07-2024,
3216,46,Thailand,Male,0,18-08-2024,
3217,27,Slovenia,Non-binary,0,07-05-2024,
3218,49,United Kingdom,Male,1,21-09-2023,29-04-2025
3219,38,India,Male,0,04-09-2024,
3220,33,Switzerland,Male,1,12-11-2023,26-06-2025
3221,62,Malta,Male,0,31-12-2023,
3222,19,Kazakhstan,Male,0,22-07-2024,
3223,42,Congo,Female,0,18-11-2024,
3224,47,Maldives,Non-binary,0,26-10-2023,
3225,27,Nepal,Female,1,21-11-2023,29-04-2025
3226,65,Chile,Female,1,15-01-2024,27-06-2025
3227,52,Maldives,Non-binary,0,02-07-2024,
3228,52,Rwanda,Female,1,17-01-2024,02-06-2025
3229,19,Algeria,Female,0,18-02-2025,
3230,36,Guam,Female,0,03-10-2023,
3231,24,Liberia,Non-binary,0,02-04-2024,
3232,22,Gambia,Female,0,17-11-2023,
3233,53,Marshall Islands,Non-binary,0,17-08-2024,
3234,53,Kazakhstan,Male,0,09-02-2025,
3235,51,Latvia,Non-binary,0,05-04-2024,
3236,18,Western Sahara,Female,1,04-09-2023,29-03-2025
3237,25,Greece,Female,0,01-09-2024,
3238,53,Jordan,Male,1,11-04-2024,02-04-2025
3239,64,Guernsey,Non-binary,0,26-06-2024,
3240,63,Cuba,Non-binary,0,14-02-2024,
3241,56,Morocco,Female,1,21-04-2024,18-06-2025
3242,57,Angola,Male,0,16-12-2024,
3243,42,Saint Vincent and the Grenadines,Non-binary,0,04-04-2024,
3244,30,United States of America,Female,0,31-07-2024,
3245,64,Gabon,Male,0,24-09-2024,
3246,35,Papua New Guinea,Male,0,05-11-2023,
3247,49,Antigua and Barbuda,Non-binary,0,02-11-2023,
3248,48,Estonia,Male,0,11-09-2023,
3249,54,Dominican Republic,Non-binary,1,27-10-2023,08-06-2025
3250,44,Christmas Island,Male,0,15-12-2024,
3251,43,Russian Federation,Male,1,02-09-2024,31-05-2025
3252,21,Barbados,Female,1,09-05-2024,28-06-2025
3253,25,Iran,Non-binary,0,07-05-2024,
3254,48,Guam,Female,1,24-07-2024,14-07-2025
3255,60,Czech Republic,Male,0,14-10-2024,
3256,39,Australia,Female,0,09-11-2023,
3257,33,El Salvador,Male,0,26-04-2024,
3258,45,Czech Republic,Male,1,15-03-2024,15-04-2025
3259,61,Nicaragua,Non-binary,0,17-03-2024,
3260,40,Gabon,Non-binary,0,24-09-2024,
3261,31,Mali,Female,0,10-02-2025,
3262,23,Comoros,Non-binary,1,31-08-2024,30-06-2025
3263,58,Paraguay,Non-binary,0,16-01-2024,
3264,62,Finland,Non-binary,0,20-12-2024,
3265,26,Nauru,Male,0,16-07-2024,
3266,31,Morocco,Male,0,02-07-2024,
3267,51,Belarus,Male,0,27-04-2024,
3268,35,Suriname,Female,1,11-09-2024,03-04-2025
3269,32,Belgium,Female,1,14-12-2024,17-04-2025
3270,53,Cape Verde,Female,0,08-02-2024,
3271,21,Norway,Male,0,05-09-2024,
3272,52,Trinidad and Tobago,Non-binary,0,13-12-2023,
3273,57,Uzbekistan,Female,1,08-12-2024,10-07-2025
3274,39,Grenada,Non-binary,0,02-02-2025,
3275,23,Benin,Non-binary,1,04-02-2025,10-06-2025
3276,51,Costa Rica,Female,1,16-12-2023,11-06-2025
3277,55,France,Non-binary,0,08-01-2025,
3278,32,Bulgaria,Male,1,14-11-2023,08-04-2025
3279,30,Bahamas,Male,0,02-11-2023,
3280,45,Guinea,Male,0,25-09-2024,
3281,23,Cook Islands,Male,0,08-11-2024,
3282,44,Nauru,Male,0,06-12-2024,
3283,33,South Africa,Non-binary,0,12-02-2024,
3284,,Cape Verde,Non-binary,0,03-08-2024,
3285,24,Falkland Islands (Malvinas),Female,0,26-10-2023,
3286,48,Lao People's Democratic Republic,Male,0,02-11-2024,
3287,55,Lebanon,Male,0,09-09-2023,
3288,21,Monaco,Non-binary,0,04-03-2024,
3289,31,Tonga,Female,0,25-01-2025,
3290,26,Colombia,Male,0,28-01-2025,
3291,24,Zambia,Male,0,03-02-2025,
3292,45,Iran,Female,0,07-01-2024,
3293,45,Saint Kitts and Nevis,Male,0,10-02-2024,
3294,28,Wallis and Futuna,Non-binary,0,22-10-2024,
3295,45,Jersey,Non-binary,0,27-02-2024,
3296,39,Svalbard & Jan Mayen Islands,Non-binary,1,21-09-2023,14-06-2025
3297,50,Chad,Female,1,21-12-2023,04-05-2025
3298,34,Faroe Islands,Male,0,30-07-2024,
3299,37,United States Virgin Islands,Female,0,18-10-2024,
3300,42,China,Female,0,27-11-2024,
3301,48,Aruba,Female,1,02-12-2023,16-06-2025
3302,48,Jersey,Male,1,27-08-2024,19-05-2025
3303,,Syrian Arab Republic,Male,1,23-04-2024,29-06-2025
3304,53,El Salvador,Female,0,13-08-2024,
3305,18,Guernsey,Non-binary,0,21-07-2024,
3306,42,Nauru,Male,0,26-09-2024,
3307,32,Seychelles,Male,0,18-02-2024,
3308,32,Guadeloupe,Non-binary,0,25-12-2024,
3309,25,Georgia,Female,0,27-09-2024,
3310,29,Solomon Islands,Non-binary,0,19-09-2024,
3311,28,Rwanda,Male,1,27-10-2024,04-07-2025
3312,21,Cape Verde,Male,0,25-08-2023,
3313,54,Greenland,Non-binary,0,01-11-2024,
3314,39,Togo,Non-binary,0,18-11-2023,
3315,,Malawi,Non-binary,0,18-08-2024,
3316,36,Angola,Male,0,08-02-2025,
3317,62,United States of America,Non-binary,1,10-02-2024,26-05-2025
3318,62,Pakistan,Female,0,30-11-2024,
3319,26,Singapore,Female,0,27-01-2024,
3320,63,Luxembourg,Female,0,02-09-2024,
3321,22,Korea,Female,0,30-11-2023,
3322,65,Hong Kong,Male,1,30-04-2024,04-06-2025
3323,59,Congo,Non-binary,1,18-10-2024,07-04-2025
3324,23,Dominican Republic,Male,0,16-08-2024,
3325,18,Gibraltar,Male,1,25-02-2024,20-06-2025
3326,55,Jordan,Non-binary,0,23-09-2024,
3327,26,Chile,Female,0,10-08-2024,
3328,65,Turkey,Female,0,24-02-2024,
3329,32,Morocco,Female,0,12-03-2024,
3330,26,Venezuela,Male,1,10-12-2024,28-04-2025
3331,53,Costa Rica,Female,0,06-12-2023,
3332,26,Croatia,Non-binary,0,09-01-2024,
3333,60,Tokelau,Male,1,17-11-2023,29-05-2025
3334,52,Malta,Male,0,15-03-2024,
3335,47,Kyrgyz Republic,Non-binary,0,03-01-2025,
3336,36,Sri Lanka,Male,0,01-04-2024,
3337,63,Burkina Faso,Female,0,18-09-2023,
3338,33,Algeria,Female,0,25-11-2023,
3339,42,Congo,Non-binary,0,13-12-2024,
3340,61,France,Female,0,17-06-2024,
3341,,French Southern Territories,Non-binary,1,25-10-2024,22-03-2025
