usage_id,customer_id,minutes_watched,genre,device
2454,8311,445,Comedy,Smart TV
2455,4130,45,Sci-Fi,Tablet
2456,9509,476,Action,Laptop
2457,9626,143,Sci-Fi,Tablet
2458,5128,309,Drama,Mobile
2459,8189,67,Action,Tablet
2460,4786,499,Sci-Fi,Tablet
2461,9533,219,Documentary,Laptop
2462,6633,362,Drama,Tablet
2463,4095,142,Drama,Smart TV
2464,8782,253,Comedy,Laptop
2465,647,167,Comedy,Mobile
2466,2294,300,Documentary,Laptop
2467,7889,447,Documentary,Mobile
2468,8890,190,Documentary,Smart TV
2469,6875,111,Comedy,Laptop
2470,4834,10,Documentary,Tablet
2471,4589,168,Comedy,Smart TV
2472,1767,19,Documentary,Laptop
2473,6566,44,Comedy,Tablet
2474,859,448,Documentary,Laptop
2475,3884,229,Drama,Mobile
2476,8108,347,Documentary,Mobile
2477,5663,379,Comedy,Laptop
2478,2434,384,Action,Mobile
2479,7831,234,Comedy,Laptop
2480,9839,283,Drama,Smart TV
2481,7085,60,Action,Tablet
2482,8096,268,Drama,Laptop
2483,3610,214,Drama,Mobile
2484,2082,157,Sci-Fi,Tablet
2485,1878,171,Comedy,Tablet
2486,5753,314,Documentary,Smart TV
2487,1145,298,Action,Mobile
2488,5391,393,Documentary,Mobile
2489,8847,15,Action,Tablet
2490,9317,175,Documentary,Laptop
2491,6788,50,Action,Tablet
2492,1902,467,Documentary,Tablet
2493,1921,82,Sci-Fi,Tablet
2494,5377,229,Drama,Smart TV
2495,7462,358,Documentary,Tablet
2496,5162,89,Comedy,Tablet
2497,5130,367,Drama,Laptop
2498,5376,13,Drama,Laptop
2499,8275,326,Documentary,Mobile
2500,7963,164,Drama,Mobile
2501,3538,419,Drama,Tablet
2502,4071,129,Comedy,Mobile
2503,1099,380,Comedy,Smart TV
2504,4558,164,Documentary,Laptop
2505,2154,310,Comedy,Tablet
2506,6160,376,Documentary,Smart TV
2507,7651,382,Comedy,Mobile
2508,581,166,Drama,Mobile
2509,3970,151,Action,Smart TV
2510,8749,226,Documentary,Smart TV
2511,1348,275,Comedy,Tablet
2512,5062,421,Drama,Smart TV
2513,5758,127,Action,Smart TV
2514,4960,56,Sci-Fi,Tablet
2515,5838,61,Action,Smart TV
2516,6281,21,Sci-Fi,Tablet
2517,3355,328,Drama,Tablet
2518,3753,20,Action,Tablet
2519,2942,92,Sci-Fi,Tablet
2520,8045,111,Action,Laptop
2521,8429,369,Drama,Smart TV
2522,6251,332,Comedy,Tablet
2523,8603,367,Documentary,Tablet
2524,1528,125,Sci-Fi,Mobile
2525,3905,432,Comedy,Tablet
2526,2883,370,Action,Laptop
2527,517,42,Sci-Fi,Mobile
2528,9398,384,Documentary,Tablet
2529,4000,188,Documentary,Mobile
2530,3492,231,Drama,Tablet
2531,7083,241,Sci-Fi,Mobile
2532,655,281,Documentary,Tablet
2533,586,408,Drama,Laptop
2534,9015,158,Action,Laptop
2535,631,293,Sci-Fi,Tablet
2536,4878,21,Sci-Fi,Tablet
2537,4004,426,Documentary,Tablet
2538,2190,38,Documentary,Laptop
2539,7627,432,Sci-Fi,Laptop
2540,367,288,Documentary,Tablet
2541,5258,126,Drama,Smart TV
2542,7631,146,Action,Mobile
2543,1747,308,Action,Mobile
2544,2853,457,Drama,Tablet
2545,4378,104,Action,Tablet
2546,8862,379,Drama,Tablet
2547,9723,134,Sci-Fi,Tablet
2548,6866,170,Documentary,Tablet
2549,949,449,Documentary,Smart TV
2550,5221,479,Documentary,Mobile
2551,214,20,Drama,Tablet
2552,3672,112,Action,Mobile
2553,8023,199,Comedy,Smart TV
2554,6543,241,Action,Mobile
2555,6467,107,Action,Mobile
2556,7660,324,Action,Tablet
2557,8444,291,Drama,Mobile
2558,6786,465,Drama,Laptop
2559,8964,168,Action,Smart TV
2560,9113,326,Drama,Smart TV
2561,1466,107,Documentary,Laptop
2562,9752,403,Sci-Fi,Tablet
2563,9427,163,Comedy,Laptop
2564,4215,176,Documentary,Mobile
2565,7827,121,Drama,Smart TV
2566,1368,211,Documentary,Tablet
2567,6553,405,Action,Smart TV
2568,5263,159,Sci-Fi,Smart TV
2569,6546,107,Comedy,Mobile
2570,8801,330,Sci-Fi,Smart TV
2571,5301,16,Sci-Fi,Tablet
2572,4856,18,Action,Tablet
2573,3723,287,Action,Tablet
2574,2852,128,Action,Smart TV
2575,6505,119,Documentary,Tablet
2576,7820,360,Action,Laptop
2577,522,493,Sci-Fi,Laptop
2578,3804,413,Action,Laptop
2579,2993,404,Comedy,Laptop
2580,6002,445,Comedy,Smart TV
2581,8215,248,Comedy,Tablet
2582,7632,180,Action,Laptop
2583,8468,313,Sci-Fi,Mobile
2584,9301,366,Comedy,Smart TV
2585,8408,186,Documentary,Tablet
2586,7575,372,Sci-Fi,Smart TV
2587,770,170,Comedy,Tablet
2588,3527,211,Documentary,Smart TV
2589,833,399,Comedy,Smart TV
2590,3229,379,Action,Laptop
2591,5965,207,Drama,Laptop
2592,3457,67,Comedy,Tablet
2593,6116,67,Documentary,Smart TV
2594,9115,150,Drama,Tablet
2595,3350,99,Comedy,Smart TV
2596,1985,417,Drama,Laptop
2597,3040,297,Drama,Tablet
2598,7297,294,Sci-Fi,Tablet
2599,7552,376,Comedy,Mobile
2600,8659,272,Sci-Fi,Laptop
2601,8243,395,Sci-Fi,Tablet
2602,6309,298,Action,Laptop
2603,8168,338,Sci-Fi,Mobile
2604,9564,107,Action,Tablet
2605,5175,261,Sci-Fi,Tablet
2606,6800,17,Action,Tablet
2607,3687,275,Comedy,Tablet
2608,3811,184,Comedy,Tablet
2609,9542,440,Sci-Fi,Smart TV
2610,8839,140,Action,Tablet
2611,1795,427,Sci-Fi,Laptop
2612,3808,180,Sci-Fi,Smart TV
2613,6652,183,Comedy,Mobile
2614,7618,159,Documentary,Tablet
2615,868,371,Documentary,Tablet
2616,8669,162,Sci-Fi,Laptop
2617,8279,429,Sci-Fi,Laptop
2618,7098,473,Documentary,Tablet
2619,7492,210,Drama,Smart TV
2620,7424,139,Action,Tablet
2621,9486,87,Comedy,Mobile
2622,4523,362,Comedy,Tablet
2623,3610,207,Sci-Fi,Laptop
2624,2017,205,Drama,Mobile
2625,4756,326,Action,Smart TV
2626,3875,356,Comedy,Laptop
2627,9451,69,Comedy,Smart TV
2628,3792,123,Drama,Laptop
2629,838,152,Sci-Fi,Tablet
2630,5385,499,Sci-Fi,Laptop
2631,4799,321,Comedy,Smart TV
2632,4763,138,Drama,Mobile
2633,2612,285,Documentary,Mobile
2634,8186,393,Sci-Fi,Tablet
2635,860,474,Sci-Fi,Mobile
2636,3668,145,Documentary,Mobile
2637,5116,195,Drama,Tablet
2638,3177,108,Documentary,Tablet
2639,8283,289,Documentary,Laptop
2640,7352,157,Action,Mobile
2641,6921,278,Documentary,Mobile
2642,3094,107,Comedy,Tablet
2643,3678,246,Comedy,Tablet
2644,6186,367,Documentary,Laptop
2645,3856,31,Sci-Fi,Smart TV
2646,7081,183,Comedy,Mobile
2647,3036,453,Sci-Fi,Smart TV
2648,8451,133,Drama,Smart TV
2649,7933,95,Comedy,Mobile
2650,8,291,Sci-Fi,Mobile
2651,578,81,Comedy,Tablet
2652,6126,239,Documentary,Mobile
2653,355,205,Action,Mobile
2654,2890,308,Action,Laptop
2655,6338,153,Documentary,Tablet
2656,6099,440,Comedy,Tablet
2657,7528,304,Sci-Fi,Mobile
2658,261,290,Drama,Smart TV
2659,7555,146,Action,Tablet
2660,9998,205,Drama,Tablet
2661,4659,471,Drama,Laptop
2662,6440,233,Action,Tablet
2663,1006,145,Comedy,Tablet
2664,169,442,Drama,Tablet
2665,7431,126,Sci-Fi,Tablet
2666,4272,47,Action,Tablet
2667,5388,170,Action,Tablet
2668,9827,101,Action,Mobile
2669,1275,419,Action,Laptop
2670,266,338,Sci-Fi,Laptop
2671,3019,212,Action,Laptop
2672,5656,84,Comedy,Tablet
2673,3277,118,Drama,Mobile
2674,2799,194,Drama,Smart TV
2675,2793,21,Sci-Fi,Tablet
2676,9029,291,Documentary,Tablet
2677,9493,332,Action,Mobile
2678,7195,145,Action,Smart TV
2679,8489,125,Action,Laptop
2680,1648,200,Drama,Tablet
2681,9382,273,Sci-Fi,Laptop
2682,5223,434,Documentary,Tablet
2683,4465,383,Sci-Fi,Smart TV
2684,8781,237,Comedy,Mobile
2685,4055,499,Sci-Fi,Tablet
2686,7857,457,Comedy,Tablet
2687,6092,364,Comedy,Tablet
2688,3105,465,Comedy,Mobile
2689,9246,223,Action,Mobile
2690,7736,63,Comedy,Laptop
2691,7307,111,Comedy,Tablet
2692,2568,395,Sci-Fi,Mobile
2693,6943,190,Documentary,Laptop
2694,2695,349,Action,Laptop
2695,9949,165,Comedy,Laptop
2696,3409,267,Documentary,Mobile
2697,5908,119,Drama,Laptop
2698,4222,35,Action,Mobile
2699,4299,28,Documentary,Tablet
2700,1761,77,Action,Smart TV
2701,3893,90,Drama,Smart TV
2702,4860,198,Drama,Smart TV
2703,5826,489,Action,Smart TV
2704,9711,174,Drama,Laptop
2705,4122,172,Sci-Fi,Mobile
2706,574,370,Sci-Fi,Laptop
2707,3310,235,Sci-Fi,Mobile
2708,1665,86,Action,Tablet
2709,3142,144,Drama,Mobile
2710,9454,165,Comedy,Mobile
2711,7934,356,Action,Laptop
2712,8467,68,Action,Tablet
2713,2931,445,Documentary,Laptop
2714,8903,132,Documentary,Smart TV
2715,7413,477,Drama,Tablet
2716,3501,112,Documentary,Tablet
2717,7215,98,Drama,Tablet
2718,8311,450,Documentary,Tablet
2719,4738,378,Action,Tablet
2720,8474,319,Sci-Fi,Tablet
2721,4894,470,Comedy,Laptop
2722,642,137,Comedy,Laptop
2723,1166,427,Documentary,Mobile
2724,9029,332,Documentary,Mobile
2725,8993,280,Documentary,Laptop
2726,1065,145,Drama,Mobile
2727,4275,150,Documentary,Laptop
2728,3973,161,Comedy,Tablet
2729,5154,315,Drama,Smart TV
2730,8301,18,Action,Smart TV
2731,765,270,Action,Tablet
2732,9436,157,Action,Laptop
2733,6932,127,Drama,Tablet
2734,7214,465,Action,Smart TV
2735,8565,481,Sci-Fi,Mobile
2736,854,458,Comedy,Laptop
2737,2814,184,Documentary,Mobile
2738,4345,104,Sci-Fi,Tablet
2739,2913,116,Action,Smart TV
2740,7831,212,Drama,Laptop
2741,6453,33,Sci-Fi,Tablet
2742,1687,84,Documentary,Tablet
2743,4056,109,Comedy,Smart TV
2744,4280,349,Documentary,Laptop
2745,4804,286,Drama,Tablet
2746,9404,109,Action,Smart TV
2747,3299,266,Sci-Fi,Tablet
2748,1620,87,Sci-Fi,Smart TV
2749,5956,273,Documentary,Smart TV
2750,3745,484,Sci-Fi,Tablet
2751,9044,199,Action,Tablet
2752,2009,330,Comedy,Mobile
2753,5893,100,Action,Tablet
2754,8681,490,Drama,Smart TV
2755,8389,210,Drama,Laptop
2756,5579,312,Action,Mobile
2757,9938,487,Action,Smart TV
2758,1518,427,Documentary,Tablet
2759,1276,456,Drama,Mobile
2760,246,142,Comedy,Laptop
2761,460,414,Action,Tablet
2762,7608,247,Action,Mobile
2763,3353,227,Documentary,Mobile
2764,2811,224,Action,Mobile
2765,1150,352,Sci-Fi,Mobile
2766,5750,311,Drama,Mobile
2767,9038,367,Sci-Fi,Tablet
2768,5135,165,Sci-Fi,Laptop
2769,2500,455,Documentary,Smart TV
2770,4998,425,Drama,Mobile
2771,5690,140,Sci-Fi,Smart TV
2772,9558,16,Sci-Fi,Tablet
2773,9631,212,Comedy,Tablet
2774,9404,199,Drama,Tablet
2775,3865,269,Documentary,Mobile
2776,5290,479,Action,Laptop
2777,3685,383,Comedy,Mobile
2778,6761,41,Comedy,Laptop
2779,5222,472,Sci-Fi,Laptop
2780,2515,313,Comedy,Mobile
2781,9560,366,Documentary,Smart TV
2782,3314,207,Action,Tablet
2783,7222,151,Documentary,Smart TV
2784,4952,156,Drama,Tablet
2785,9364,61,Comedy,Tablet
2786,1188,488,Comedy,Laptop
2787,7753,152,Sci-Fi,Tablet
2788,8031,248,Action,Laptop
2789,2681,453,Drama,Laptop
2790,3696,40,Comedy,Laptop
2791,9499,186,Drama,Tablet
2792,432,413,Sci-Fi,Tablet
2793,7031,228,Drama,Laptop
2794,969,425,Documentary,Tablet
2795,6738,131,Sci-Fi,Smart TV
2796,9187,136,Sci-Fi,Mobile
2797,9695,214,Action,Laptop
2798,2654,235,Comedy,Laptop
2799,3827,391,Drama,Laptop
2800,6700,377,Action,Mobile
2801,6798,193,Drama,Laptop
2802,5240,116,Sci-Fi,Smart TV
2803,6294,109,Drama,Tablet
2804,9255,74,Sci-Fi,Laptop
2805,7623,165,Comedy,Laptop
2806,5892,341,Documentary,Smart TV
2807,6179,125,Drama,Tablet
2808,81,152,Sci-Fi,Tablet
2809,6315,499,Sci-Fi,Laptop
2810,7128,316,Documentary,Laptop
2811,7344,381,Comedy,Tablet
2812,6469,440,Drama,Laptop
2813,5034,497,Documentary,Laptop
2814,9308,118,Action,Mobile
2815,7406,459,Comedy,Mobile
2816,5519,144,Documentary,Smart TV
2817,1933,279,Drama,Mobile
2818,9307,135,Action,Mobile
2819,2734,213,Drama,Laptop
2820,181,130,Sci-Fi,Smart TV
2821,7226,120,Drama,Mobile
2822,1951,488,Action,Tablet
2823,7152,115,Documentary,Smart TV
2824,4667,192,Action,Laptop
2825,574,474,Comedy,Mobile
2826,6656,53,Drama,Tablet
2827,5797,162,Documentary,Mobile
2828,6299,264,Drama,Smart TV
2829,1304,376,Action,Mobile
2830,5232,176,Sci-Fi,Smart TV
2831,5816,249,Sci-Fi,Smart TV
2832,4132,166,Drama,Laptop
2833,6027,111,Action,Tablet
2834,8799,333,Comedy,Smart TV
2835,1034,94,Comedy,Tablet
2836,8812,132,Action,Tablet
2837,522,181,Documentary,Smart TV
2838,4115,199,Comedy,Tablet
2839,210,169,Sci-Fi,Tablet
2840,7590,24,Action,Tablet
2841,7686,318,Comedy,Mobile
2842,2562,122,Documentary,Mobile
2843,1769,352,Documentary,Laptop
2844,3557,484,Comedy,Mobile
2845,6829,155,Comedy,Laptop
2846,9946,112,Drama,Smart TV
2847,9668,494,Drama,Smart TV
2848,9308,108,Action,Tablet
2849,5524,87,Comedy,Mobile
2850,9010,210,Sci-Fi,Mobile
2851,4785,177,Comedy,Mobile
2852,1521,186,Documentary,Mobile
2853,4734,138,Action,Tablet
2854,6519,201,Action,Mobile
2855,5506,116,Drama,Laptop
2856,8424,285,Documentary,Laptop
2857,4531,151,Drama,Smart TV
2858,1088,186,Comedy,Smart TV
2859,4457,437,Action,Laptop
2860,5268,406,Sci-Fi,Smart TV
2861,673,491,Comedy,Tablet
2862,2930,159,Comedy,Tablet
2863,1133,36,Documentary,Tablet
2864,6950,169,Action,Smart TV
2865,8273,166,Documentary,Laptop
2866,4552,24,Comedy,Tablet
2867,1044,81,Action,Mobile
2868,4442,135,Sci-Fi,Smart TV
2869,9764,369,Comedy,Laptop
2870,4622,59,Action,Mobile
2871,7251,239,Sci-Fi,Smart TV
2872,6388,204,Action,Tablet
2873,5549,403,Action,Mobile
2874,2096,471,Documentary,Laptop
2875,4374,165,Sci-Fi,Smart TV
2876,7584,156,Action,Mobile
2877,5584,117,Drama,Laptop
2878,6493,88,Comedy,Tablet
2879,7351,205,Documentary,Mobile
2880,1667,10,Drama,Mobile
2881,8802,175,Drama,Tablet
2882,7295,145,Documentary,Tablet
2883,3400,167,Sci-Fi,Tablet
2884,7513,315,Documentary,Tablet
2885,1315,147,Comedy,Tablet
2886,8127,363,Sci-Fi,Tablet
2887,4871,350,Action,Laptop
2888,7766,281,Action,Smart TV
2889,4879,359,Action,Tablet
2890,1169,91,Comedy,Tablet
2891,8487,163,Sci-Fi,Smart TV
2892,8121,173,Sci-Fi,Smart TV
2893,5629,330,Documentary,Laptop
2894,4261,412,Comedy,Tablet
2895,8693,232,Comedy,Tablet
2896,7995,209,Action,Laptop
2897,6617,246,Drama,Smart TV
2898,6324,215,Sci-Fi,Mobile
2899,7096,152,Comedy,Laptop
2900,3077,484,Drama,Laptop
2901,7184,108,Sci-Fi,Laptop
2902,9202,184,Sci-Fi,Smart TV
2903,8956,287,Sci-Fi,Laptop
2904,7080,133,Drama,Laptop
2905,9239,252,Documentary,Laptop
2906,325,109,Comedy,Tablet
2907,4863,418,Sci-Fi,Tablet
2908,7279,166,Documentary,Mobile
2909,551,117,Drama,Tablet
2910,2671,179,Drama,Mobile
2911,4013,150,Action,Laptop
2912,8640,178,Action,Tablet
2913,4663,307,Sci-Fi,Laptop
2914,2146,139,Comedy,Smart TV
2915,2554,18,Comedy,Tablet
2916,5197,415,Comedy,Smart TV
2917,3683,457,Sci-Fi,Tablet
2918,1353,133,Action,Tablet
2919,4885,407,Sci-Fi,Smart TV
2920,4415,10,Comedy,Tablet
2921,967,99,Drama,Tablet
2922,3378,373,Drama,Tablet
2923,8432,155,Documentary,Laptop
2924,394,147,Comedy,Tablet
2925,1242,494,Sci-Fi,Tablet
2926,5285,420,Action,Laptop
2927,7004,186,Action,Tablet
2928,2567,324,Documentary,Mobile
2929,9579,211,Comedy,Smart TV
2930,9865,202,Documentary,Mobile
2931,6975,324,Documentary,Mobile
2932,6482,291,Action,Smart TV
2933,7730,499,Sci-Fi,Laptop
2934,903,125,Action,Smart TV
2935,4836,253,Comedy,Mobile
2936,9205,255,Documentary,Smart TV
2937,8706,346,Documentary,Laptop
2938,8788,287,Action,Mobile
2939,8638,222,Action,Smart TV
2940,7560,251,Action,Tablet
2941,8071,182,Action,Laptop
2942,6503,420,Action,Tablet
2943,8472,114,Documentary,Laptop
2944,8094,332,Comedy,Mobile
2945,3733,115,Comedy,Laptop
2946,644,70,Comedy,Tablet
2947,9659,105,Sci-Fi,Tablet
2948,8164,127,Sci-Fi,Smart TV
2949,2856,209,Comedy,Tablet
2950,5473,150,Sci-Fi,Laptop
2951,7208,300,Drama,Tablet
2952,7481,165,Action,Mobile
2953,4546,282,Action,Laptop
2954,373,321,Comedy,Laptop
2955,427,271,Sci-Fi,Laptop
2956,3196,127,Action,Mobile
2957,9274,309,Drama,Mobile
2958,797,452,Sci-Fi,Mobile
2959,3879,250,Sci-Fi,Tablet
2960,6809,134,Documentary,Tablet
2961,7448,403,Action,Tablet
2962,5851,192,Documentary,Laptop
2963,1045,139,Action,Mobile
2964,2786,87,Sci-Fi,Tablet
2965,2557,291,Documentary,Smart TV
2966,900,258,Action,Smart TV
2967,6742,21,Action,Tablet
2968,8237,280,Sci-Fi,Laptop
2969,398,176,Action,Laptop
2970,8437,476,Action,Mobile
2971,2327,452,Action,Mobile
2972,1755,406,Comedy,Smart TV
2973,1774,444,Comedy,Mobile
2974,533,136,Action,Laptop
2975,7629,376,Documentary,Laptop
2976,2026,389,Action,Laptop
2977,1956,356,Documentary,Laptop
2978,9192,325,Action,Smart TV
2979,5703,449,Action,Tablet
2980,9828,32,Comedy,Tablet
2981,4640,139,Action,Tablet
2982,886,50,Action,Tablet
2983,1579,145,Drama,Tablet
2984,2786,136,Documentary,Tablet
2985,6509,478,Sci-Fi,Smart TV
2986,8631,472,Documentary,Tablet
2987,4030,396,Drama,Tablet
2988,5543,140,Comedy,Tablet
2989,870,279,Drama,Tablet
2990,6061,465,Sci-Fi,Tablet
2991,9590,138,Sci-Fi,Smart TV
2992,8383,181,Drama,Mobile
2993,2907,337,Documentary,Mobile
2994,3163,90,Comedy,Tablet
2995,9590,500,Action,Smart TV
2996,4816,56,Sci-Fi,Tablet
2997,5194,155,Action,Laptop
2998,2966,339,Comedy,Laptop
2999,6626,113,Sci-Fi,Tablet
3000,2439,256,Drama,Mobile
3001,7257,81,Action,Mobile
3002,4605,263,Comedy,Laptop
3003,7006,318,Comedy,Tablet
3004,6227,264,Documentary,Laptop
3005,8225,21,Action,Tablet
3006,1567,101,Drama,Smart TV
3007,5358,320,Sci-Fi,Smart TV
3008,4936,325,Drama,Laptop
3009,5905,387,Drama,Mobile
3010,1813,152,Comedy,Smart TV
3011,6115,18,Comedy,Tablet
3012,2391,214,Comedy,Tablet
3013,4246,87,Comedy,Tablet
3014,5793,355,Comedy,Mobile
3015,7473,164,Action,Laptop
3016,6816,187,Documentary,Smart TV
3017,3447,220,Documentary,Tablet
3018,6512,116,Action,Tablet
3019,3629,127,Comedy,Smart TV
3020,9159,36,Drama,Tablet
3021,9442,194,Comedy,Tablet
3022,7510,243,Drama,Laptop
3023,4,163,Comedy,Tablet
3024,975,465,Documentary,Tablet
3025,7630,260,Drama,Tablet
3026,2351,376,Documentary,Laptop
3027,8846,10,Sci-Fi,Tablet
3028,8170,69,Action,Smart TV
3029,7707,97,Action,Tablet
3030,9139,185,Action,Tablet
3031,6464,205,Comedy,Tablet
3032,517,73,Action,Tablet
3033,7722,82,Documentary,Mobile
3034,3318,148,Action,Smart TV
3035,2134,211,Comedy,Tablet
3036,3425,145,Drama,Tablet
3037,3775,346,Action,Tablet
3038,5013,261,Documentary,Smart TV
3039,9587,480,Action,Tablet
3040,9839,149,Documentary,Laptop
3041,1528,321,Documentary,Tablet
3042,1359,167,Documentary,Laptop
3043,3845,346,Comedy,Tablet
3044,9861,33,Documentary,Tablet
3045,7829,385,Sci-Fi,Tablet
3046,7703,484,Action,Laptop
3047,2035,90,Documentary,Smart TV
3048,9347,233,Documentary,Smart TV
3049,8950,181,Action,Tablet
3050,169,169,Comedy,Tablet
3051,2827,151,Action,Smart TV
3052,3194,243,Sci-Fi,Smart TV
3053,5809,196,Documentary,Mobile
3054,8109,239,Sci-Fi,Laptop
3055,4708,225,Comedy,Mobile
3056,9668,305,Drama,Mobile
3057,8876,360,Drama,Tablet
3058,3076,393,Sci-Fi,Laptop
3059,3703,239,Action,Tablet
3060,4365,45,Action,Tablet
3061,3281,442,Documentary,Smart TV
3062,8494,396,Sci-Fi,Tablet
3063,7018,11,Sci-Fi,Mobile
3064,5935,346,Comedy,Smart TV
3065,4559,58,Comedy,Tablet
3066,195,142,Sci-Fi,Laptop
3067,5253,18,Documentary,Tablet
3068,4394,218,Documentary,Laptop
3069,5939,35,Comedy,Tablet
3070,1175,423,Comedy,Tablet
3071,8422,113,Action,Tablet
3072,1830,14,Documentary,Tablet
3073,5077,235,Comedy,Mobile
3074,9541,156,Documentary,Mobile
3075,4569,274,Action,Laptop
3076,5236,132,Drama,Mobile
3077,4753,250,Action,Mobile
3078,8760,240,Comedy,Laptop
3079,4972,455,Sci-Fi,Smart TV
3080,3630,321,Sci-Fi,Tablet
3081,7446,193,Action,Tablet
3082,8449,107,Comedy,Laptop
3083,180,426,Comedy,Smart TV
3084,7705,374,Drama,Tablet
3085,4047,198,Sci-Fi,Mobile
3086,2503,62,Action,Tablet
3087,2363,438,Drama,Laptop
3088,3196,214,Sci-Fi,Tablet
3089,5677,396,Comedy,Laptop
3090,1670,32,Comedy,Laptop
3091,4331,471,Comedy,Mobile
3092,8311,498,Comedy,Tablet
3093,5792,482,Sci-Fi,Smart TV
3094,1140,454,Action,Smart TV
3095,8455,94,Sci-Fi,Tablet
3096,4163,94,Sci-Fi,Smart TV
3097,4595,166,Documentary,Tablet
3098,1296,281,Drama,Smart TV
3099,5340,21,Sci-Fi,Tablet
3100,5277,199,Drama,Tablet
3101,1898,160,Action,Mobile
3102,7277,394,Sci-Fi,Smart TV
3103,2158,52,Action,Mobile
3104,3113,251,Sci-Fi,Smart TV
3105,3967,247,Documentary,Laptop
3106,1751,80,Sci-Fi,Tablet
3107,8109,197,Action,Smart TV
3108,5729,78,Drama,Tablet
3109,1955,131,Comedy,Smart TV
3110,3984,279,Drama,Mobile
3111,8085,434,Documentary,Laptop
3112,2479,411,Action,Tablet
3113,1434,163,Comedy,Laptop
3114,2304,129,Sci-Fi,Tablet
3115,6915,334,Documentary,Mobile
3116,2360,211,Action,Smart TV
3117,991,79,Action,Tablet
3118,8461,284,Drama,Tablet
3119,6719,411,Documentary,Smart TV
3120,7416,422,Comedy,Mobile
3121,8887,128,Sci-Fi,Mobile
3122,9941,189,Action,Tablet
3123,1771,345,Sci-Fi,Mobile
3124,4576,113,Documentary,Tablet
3125,4500,424,Sci-Fi,Tablet
3126,2325,214,Sci-Fi,Mobile
3127,1393,478,Documentary,Laptop
3128,9046,371,Action,Mobile
3129,6487,411,Sci-Fi,Mobile
3130,997,207,Comedy,Mobile
3131,1187,391,Comedy,Tablet
3132,1741,305,Drama,Laptop
3133,5043,318,Comedy,Laptop
3134,8432,108,Sci-Fi,Smart TV
3135,4146,468,Documentary,Tablet
3136,7127,311,Sci-Fi,Smart TV
3137,2808,52,Action,Smart TV
3138,6644,438,Documentary,Laptop
3139,1669,40,Comedy,Laptop
3140,1113,500,Documentary,Smart TV
3141,385,240,Comedy,Mobile
3142,6649,242,Drama,Mobile
3143,1342,368,Documentary,Smart TV
3144,1021,184,Sci-Fi,Smart TV
3145,7991,155,Comedy,Tablet
3146,1538,168,Sci-Fi,Tablet
3147,3950,178,Comedy,Tablet
3148,3265,391,Comedy,Mobile
3149,8747,418,Documentary,Mobile
3150,2611,419,Drama,Laptop
3151,9483,185,Comedy,Smart TV
3152,8273,19,Documentary,Mobile
3153,8923,11,Drama,Tablet
3154,7266,165,Sci-Fi,Smart TV
3155,4118,213,Action,Laptop
3156,394,109,Sci-Fi,Tablet
3157,2306,107,Documentary,Smart TV
3158,9631,382,Documentary,Tablet
3159,8462,307,Drama,Laptop
3160,9092,317,Documentary,Tablet
3161,1447,372,Sci-Fi,Mobile
3162,9734,373,Action,Laptop
3163,3522,131,Sci-Fi,Smart TV
3164,1509,147,Sci-Fi,Smart TV
3165,9906,132,Comedy,Mobile
3166,4456,470,Documentary,Tablet
3167,5640,168,Documentary,Laptop
3168,3987,101,Sci-Fi,Mobile
3169,8663,418,Documentary,Laptop
3170,8405,385,Action,Smart TV
3171,5819,247,Sci-Fi,Smart TV
3172,31,107,Action,Laptop
3173,1434,366,Sci-Fi,Mobile
3174,2210,196,Comedy,Tablet
3175,2299,184,Action,Smart TV
3176,2037,455,Action,Mobile
3177,6986,303,Sci-Fi,Smart TV
3178,7565,302,Drama,Smart TV
3179,1544,162,Drama,Mobile
3180,5054,146,Drama,Tablet
3181,9950,426,Documentary,Smart TV
3182,1783,182,Documentary,Tablet
3183,5693,375,Action,Smart TV
3184,3622,395,Comedy,Smart TV
3185,9038,279,Sci-Fi,Smart TV
3186,1248,152,Drama,Smart TV
3187,5251,120,Sci-Fi,Tablet
3188,1246,204,Documentary,Mobile
3189,3052,296,Documentary,Tablet
3190,9680,339,Comedy,Mobile
3191,4203,99,Action,Tablet
3192,9337,64,Sci-Fi,Tablet
3193,5336,380,Comedy,Laptop
3194,3611,140,Documentary,Smart TV
3195,9485,277,Sci-Fi,Laptop
3196,748,94,Sci-Fi,Smart TV
3197,1203,39,Comedy,Tablet
3198,4887,130,Sci-Fi,Laptop
3199,2284,436,Drama,Tablet
3200,7968,261,Drama,Smart TV
3201,5413,69,Action,Tablet
3202,1748,82,Sci-Fi,Laptop
3203,2924,192,Comedy,Smart TV
3204,5602,130,Drama,Smart TV
3205,242,196,Sci-Fi,Mobile
3206,3185,490,Sci-Fi,Tablet
3207,7434,77,Sci-Fi,Tablet
3208,6747,230,Drama,Tablet
3209,7099,159,Drama,Laptop
3210,928,90,Drama,Tablet
3211,6616,103,Sci-Fi,Mobile
3212,5903,230,Action,Mobile
3213,5237,376,Comedy,Mobile
3214,1289,424,Sci-Fi,Smart TV
3215,1842,186,Sci-Fi,Laptop
3216,1453,282,Drama,Smart TV
3217,6245,467,Comedy,Tablet
3218,1740,243,Documentary,Tablet
3219,5634,88,Action,Tablet
3220,1633,492,Drama,Tablet
3221,8685,245,Documentary,Tablet
3222,5886,200,Drama,Laptop
3223,3351,109,Sci-Fi,Laptop
